首字母,等级,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,"唐人","孙子涵",非押爆,爆气,分开,一爆,49,18,4,A - 右下角数字 5 蓝条中间,A - 右上角数字 6 单点,954567,50 - 0.3
,,"唐人","孙子涵",非押爆,爆气,分开,二爆,269,63,4,B - 下面数字 1 绿条中间、左下角数字 1 绿条中间,B - 右下角数字 2 绿条开始,954567,50 - 0.3
,,"唐人","孙子涵",非押爆,爆气,分开,一爆,50,18,5,A - 右下角数字 5 蓝条中间,A - 右上角数字 6 单点,954478,50 - 0.4
,,"唐人","孙子涵",非押爆,爆气,分开,二爆,267,62,28,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 下面数字 1 蓝条结尾,954478,50 - 0.4
,,"唐人","孙子涵",非押爆,爆气,分开,一爆,55,19,0,A - 左上角数字 6 单点,A - 左边数字 11 单点,954478,50 - 0.4
,,"唐人","孙子涵",非押爆,爆气,分开,二爆,267,62,28,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 下面数字 1 蓝条结尾,954478,50 - 0.4
,,"唐人","孙子涵",非押爆,爆气,分开,一爆,69,21,24,A - 右下角数字 4 单点,A - 右上角数字 8 蓝条中间,954478,50 - 0.4
,,"唐人","孙子涵",非押爆,爆气,分开,二爆,267,62,28,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 下面数字 1 蓝条结尾,954478,50 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,一爆,48,18,0,A - 右下角数字 5 蓝条开始,A - 右上角数字 6 单点,965793,52 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,63,0,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 右下角数字 2 绿条开始,965793,52 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,一爆,47,17,24,A - 左下角数字 4 单点,A - 左下角数字 5 蓝条结尾,965572,52 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,63,0,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 右下角数字 2 绿条开始,965572,52 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,一爆,48,18,0,A - 右下角数字 5 蓝条开始,A - 右上角数字 6 单点,964202,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,二爆,266,62,24,B - 右下角数字 3 绿条结尾,B - 下面数字 1 蓝条结尾,964202,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,一爆,48,18,0,A - 右下角数字 5 蓝条开始,A - 右上角数字 6 单点,964202,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,62,25,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 下面数字 1 蓝条结尾,964202,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,一爆,47,17,24,A - 左下角数字 4 单点,A - 左下角数字 5 蓝条结尾,963981,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,二爆,266,62,24,B - 右下角数字 3 绿条结尾,B - 下面数字 1 蓝条结尾,963981,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,一爆,47,17,24,A - 左下角数字 4 单点,A - 左下角数字 5 蓝条结尾,963981,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,62,25,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 下面数字 1 蓝条结尾,963981,52 - 0.4
,,"唐人","孙子涵",押爆,爆气,分开,一爆,48,18,0,A - 右下角数字 5 蓝条开始,A - 右上角数字 6 单点,962611,51 + 0.3
,,"唐人","孙子涵",押爆,爆气,分开,二爆,269,63,1,B - 下面数字 1 绿条中间、左下角数字 1 绿条中间,B - 右下角数字 2 绿条开始,962611,51 + 0.3
,,"唐人","孙子涵",押爆,爆气,分开,一爆,47,17,24,A - 左下角数字 4 单点,A - 左下角数字 5 蓝条结尾,962390,51 + 0.3
,,"唐人","孙子涵",押爆,爆气,分开,二爆,269,63,1,B - 下面数字 1 绿条中间、左下角数字 1 绿条中间,B - 右下角数字 2 绿条开始,962390,51 + 0.3
,,"唐人","孙子涵",押爆,爆气,分开,一爆,50,18,8,A - 右下角数字 5 蓝条中间,A - 右下角数字 7 单点,961152,51 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,63,0,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 右下角数字 2 绿条开始,961152,51 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,一爆,69,21,24,A - 右下角数字 4 单点,A - 右上角数字 8 蓝条结尾,961152,51 - 0.1
,,"唐人","孙子涵",押爆,爆气,分开,二爆,267,63,0,B - 下面数字 1 绿条开始、左下角数字 1 绿条开始,B - 右下角数字 2 绿条开始,961152,51 - 0.1
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,105,23,0,A - 右下角数字 1 单点,A - 左上角数字 7 绿条中间,537558,29 - 0.5
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,537558,29 - 0.5
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,105,23,0,A - 右下角数字 1 单点,A - 左上角数字 7 绿条中间,537556,29 - 0.5
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,204,45,4,B - 左下角数字 1 单点,B - 左下角数字 3 单点,537556,29 - 0.5
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,103,22,0,A - 左下角数字 4 单点,A - 下面数字 6 绿条中间,537029,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,537029,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,103,22,0,A - 左下角数字 4 单点,A - 下面数字 6 绿条中间,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,204,45,4,B - 左下角数字 1 单点,B - 左下角数字 3 单点,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,184,42,12,B - 左下角数字 2 绿条中间,B - 左下角数字 1 单点,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,190,43,4,B - 右下角数字 3 单点,B - 右下角数字 2 绿条结尾,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,537027,28 + 0.4
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,104,22,12,A - 左上角数字 5 单点,A - 下面数字 6 绿条结尾,536498,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,536498,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,104,22,12,A - 左上角数字 5 单点,A - 下面数字 6 绿条结尾,536496,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,204,45,4,B - 左下角数字 1 单点,B - 左下角数字 3 单点,536496,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,176,41,4,B - 左上角数字 1 单点,B - 左下角数字 4 单点,536496,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,536496,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,一爆,177,41,12,B - 左下角数字 2 绿条开始,B - 右下角数字 5 单点,536496,28 + 0.3
,,"Faded","Alan Walker",非押爆,爆气,分开,二爆,220,48,4,B - 左上角数字 3 单点,B - 右上角数字 6 单点,536496,28 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,100,21,0,A - 右上角数字 1 单点,A - 右上角数字 4 单点,543391,30 - 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,190,43,8,B - 右下角数字 3 单点,B - 左上角数字 3 单点,543391,30 - 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,101,21,8,A - 右下角数字 2 单点,A - 右下角数字 5 单点,543391,30 - 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,190,43,8,B - 右下角数字 3 单点,B - 左上角数字 3 单点,543391,30 - 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,100,21,0,A - 右上角数字 1 单点,A - 右上角数字 4 单点,542860,30 - 0.5
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,542860,30 - 0.5
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,101,21,8,A - 右下角数字 2 单点,A - 右下角数字 5 单点,542860,30 - 0.5
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,542860,30 - 0.5
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,190,43,8,B - 右下角数字 3 单点,B - 左上角数字 3 单点,542331,29 + 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,226,49,16,B - 左上角数字 1 单点,B - 右边数字 2 绿条中间,542331,29 + 0.4
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,219,48,0,B - 右下角数字 2 绿条结尾,B - 右上角数字 6 单点,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,220,48,1,B - 左上角数字 3 单点,B - 右上角数字 6 单点,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,226,49,16,B - 左上角数字 1 单点,B - 右边数字 2 绿条中间,541800,29 + 0.3
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,100,21,0,A - 右上角数字 1 单点,A - 右上角数字 4 单点,541273,29 + 0.2
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,219,48,0,B - 右下角数字 2 绿条结尾,B - 右上角数字 6 单点,541273,29 + 0.2
,,"Faded","Alan Walker",押爆,爆气,分开,一爆,100,21,0,A - 右上角数字 1 单点,A - 右上角数字 4 单点,541273,29 + 0.2
,,"Faded","Alan Walker",押爆,爆气,分开,二爆,220,48,1,B - 左上角数字 3 单点,B - 右上角数字 6 单点,541273,29 + 0.2
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,37,19,0,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,431065,26 - 0.3
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,431065,26 - 0.3
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,37,19,0,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,430534,26 - 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,165,56,28,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,430534,26 - 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,37,19,0,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,430005,26 - 0.5
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,163,55,20,B - 右上角数字 5 单点,B - 左下角数字 6 单点,430005,26 - 0.5
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,36,18,16,A - 左下角数字 4 单点,A - 右边数字 5 绿条中间,429831,26 - 0.5
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,429831,26 - 0.5
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,37,18,28,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,429541,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,429541,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,36,18,16,A - 左下角数字 4 单点,A - 右边数字 5 绿条中间,429300,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,165,56,28,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,429300,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,25,15,20,A - 右上角数字 8 绿条中间,A - 左边数字 10 单点,429277,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,429277,25 + 0.4
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,38,19,8,A - 右上角数字 6 单点,A - 右边数字 5 绿条中间,429251,25 + 0.3
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,429251,25 + 0.3
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,40,19,28,A - 左下角数字 8 单点,A - 左下角数字 1 单点,429182,25 + 0.2
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,429182,25 + 0.2
,,"Animals","Maroon 5",非押爆,爆气,分开,一爆,37,18,28,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,429010,25 + 0.3
,,"Animals","Maroon 5",非押爆,爆气,分开,二爆,165,56,28,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,429010,25 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,132,49,24,B - 左上角数字 1 单点,B - 左下角数字 3 单点,435686,26 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,435686,26 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,33,17,0,A - 左上角数字 1 单点,A - 左下角数字 3 单点,435248,27 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,435248,27 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,34,17,16,A - 右上角数字 2 单点,A - 左上角数字 4 单点,435248,27 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,435248,27 - 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,132,49,24,B - 左上角数字 1 单点,B - 左下角数字 3 单点,434626,25 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,163,56,0,B - 右上角数字 5 单点,B - 右边数字 7 绿条开始,434626,25 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,4,10,0,A - 右下角数字 4 单点,A - 左下角数字 7 单点,434364,27 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,434364,27 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,33,17,0,A - 左上角数字 1 单点,A - 左下角数字 3 单点,434188,26 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,163,56,0,B - 右上角数字 5 单点,B - 右边数字 7 绿条开始,434188,26 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,34,17,16,A - 右上角数字 2 单点,A - 左上角数字 4 单点,434188,26 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,163,56,0,B - 右上角数字 5 单点,B - 右边数字 7 绿条开始,434188,26 + 0.4
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,37,19,0,A - 右下角数字 5 单点,A - 右边数字 5 绿条中间,434180,26 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,434180,26 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,132,49,24,B - 左上角数字 1 单点,B - 左下角数字 3 单点,434095,25 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,12,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,434095,25 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,一爆,3,9,24,A - 右边数字 3 单点,A - 左边数字 6 单点,433922,27 + 0.3
,,"Animals","Maroon 5",押爆,爆气,分开,二爆,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,433922,27 + 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,178,50,0,B - 右上角数字 4 单点,B - 左下角数字 7 绿条中间,593678,30 + 0.1
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,593678,30 + 0.1
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,173,48,20,B - 右下角数字 8 绿条中间,B - 左下角数字 3 单点,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,174,48,21,B - 右下角数字 8 绿条结尾,B - 左下角数字 3 单点,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,178,49,28,B - 右上角数字 4 单点,B - 左下角数字 7 绿条开始,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,592087,30 - 0.2
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,178,50,0,B - 右上角数字 4 单点,B - 左下角数字 7 绿条中间,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,215,58,8,B - 右边数字 5 单点,B - 左上角数字 8 绿条中间,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,179,50,8,B - 右边数字 5 单点,B - 左下角数字 7 绿条中间,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,186,51,16,B - 右上角数字 1 单点,B - 右上角数字 3 绿条中间,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,591556,30 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,196,53,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,591025,30 - 0.4
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,219,59,16,B - 右下角数字 1 单点,B - 上面数字 11 绿条中间,591025,30 - 0.4
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,197,54,4,B - 右边数字 5 单点,B - 左上角数字 8 单点,591025,30 - 0.4
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,219,59,16,B - 右下角数字 1 单点,B - 上面数字 11 绿条中间,591025,30 - 0.4
,,"帝都","萌萌哒天团",非押爆,爆气,分开,一爆,175,48,25,B - 左上角数字 1 单点,B - 左下角数字 3 单点,590496,30 - 0.5
,,"帝都","萌萌哒天团",非押爆,爆气,分开,二爆,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,590496,30 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,196,54,0,B - 右上角数字 4 单点,B - 左上角数字 8 单点,597920,31 - 0.1
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,219,59,16,B - 右下角数字 1 单点,B - 上面数字 11 绿条结尾,597920,31 - 0.1
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,175,49,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,214,58,0,B - 右上角数字 4 单点,B - 左上角数字 8 绿条开始,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,176,49,8,B - 左边数字 2 单点,B - 右边数字 5 单点,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,214,58,0,B - 右上角数字 4 单点,B - 左上角数字 8 绿条开始,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,177,49,16,B - 左下角数字 3 单点,B - 右下角数字 6 单点,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,214,58,0,B - 右上角数字 4 单点,B - 左上角数字 8 绿条开始,597391,31 - 0.2
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,178,50,0,B - 右上角数字 4 单点,B - 左下角数字 7 绿条中间,596860,31 - 0.3
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,214,58,0,B - 右上角数字 4 单点,B - 左上角数字 8 绿条开始,596860,31 - 0.3
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,172,48,16,B - 右下角数字 8 绿条中间,B - 左下角数字 3 单点,596329,31 - 0.4
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,196,54,0,B - 右上角数字 4 单点,B - 左上角数字 8 单点,596329,31 - 0.4
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,196,54,0,B - 右上角数字 4 单点,B - 左上角数字 8 单点,596329,31 - 0.4
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,219,59,12,B - 右下角数字 1 单点,B - 上面数字 11 绿条中间,596329,31 - 0.4
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,175,49,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,595800,31 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,211,57,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,595800,31 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,175,49,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,595800,31 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,212,57,8,B - 左边数字 2 单点,B - 右边数字 5 单点,595800,31 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,一爆,175,49,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,595800,31 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,分开,二爆,213,57,16,B - 左下角数字 3 单点,B - 右下角数字 6 单点,595800,31 - 0.5
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,28,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,752612,43 + 0.3
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,223,60,16,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,752612,43 + 0.3
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,28,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,218,59,12,B - 右上角数字 8 单点,B - 上面数字 5 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,28,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,219,59,20,B - 右上角数字 9 单点,B - 左边数字 1 单点,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,28,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,220,59,28,B - 左上角数字 10 绿条开始,B - 左下角数字 2 单点,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,28,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,223,60,12,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,29,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,218,59,12,B - 右上角数字 8 单点,B - 上面数字 5 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,29,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,219,59,20,B - 右上角数字 9 单点,B - 左边数字 1 单点,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,一爆,157,46,29,B - 左下角数字 8 单点,B - 中间数字 8 蓝条结尾,751021,43 + 0.0
,,"动物森林","范玮琪",非押爆,爆气,分开,二爆,220,59,28,B - 左上角数字 10 绿条开始,B - 左下角数字 2 单点,751021,43 + 0.0
