首字母,等级,歌名,歌手,类型,技能,爆点,bar,box,开头描述,结尾描述,分数,指数
,,"Faded","Alan Walker",非押爆,爆气,190,43,4,B - 右下角数字 3 单点,B - 右下角数字 2 绿条结尾,460120,14 - 0.1
,,"Faded","Alan Walker",非押爆,爆气,191,43,12,B - 右上角数字 4 绿条开始,B - 左上角数字 3 单点,460120,14 - 0.1
,,"Faded","Alan Walker",非押爆,爆气,218,47,28,B - 右下角数字 2 绿条中间,B - 右上角数字 5 单点,459593,14 - 0.2
,,"Faded","Alan Walker",押爆,爆气,190,43,8,B - 右下角数字 3 单点,B - 左上角数字 3 单点,465424,15 - 0.1
,,"Faded","Alan Walker",押爆,爆气,176,41,8,B - 左上角数字 1 单点,B - 右下角数字 5 单点,464893,15 - 0.2
,,"Faded","Alan Walker",押爆,爆气,100,21,0,A - 右上角数字 1 单点,A - 右上角数字 4 单点,464366,15 - 0.3
,,"Faded","Alan Walker",押爆,爆气,101,21,8,A - 右下角数字 2 单点,A - 右下角数字 5 单点,464366,15 - 0.3
,,"Faded","Alan Walker",押爆,爆气,219,48,0,B - 右下角数字 2 绿条结尾,B - 右上角数字 6 单点,463306,15 - 0.5
,,"Faded","Alan Walker",押爆,爆气,220,48,1,B - 左上角数字 3 单点,B - 右上角数字 6 单点,463306,15 - 0.5
,,"Faded","Alan Walker",押爆,爆气,226,49,16,B - 左上角数字 1 单点,B - 右边数字 2 绿条中间,463306,15 - 0.5
,,"Faded","Alan Walker",押爆,爆气,203,45,0,B - 右上角数字 4 绿条结尾,B - 左下角数字 3 单点,463304,15 - 0.5
,,"Faded","Alan Walker",押爆,爆气,204,45,1,B - 左下角数字 1 单点,B - 左下角数字 3 单点,463304,15 - 0.5
,,"Faded","Alan Walker",押爆,爆气,205,45,16,B - 左上角数字 2 单点,B - 右下角数字 4 单点,463304,15 - 0.5
,,"Faded","Alan Walker",超极限,爆气,190,43,7,B - 右下角数字 3 单点,B - 左上角数字 3 单点,465424,15 - 0.1
,,"Faded","Alan Walker",超极限,爆气,219,47,31,B - 右下角数字 2 绿条结尾,B - 右上角数字 6 单点,464897,15 - 0.2
,,"Faded","Alan Walker",超极限,爆气,203,44,31,B - 右上角数字 4 绿条结尾,B - 左下角数字 3 单点,464895,15 - 0.2
,,"Faded","Alan Walker",超极限,爆气,176,41,7,B - 左上角数字 1 单点,B - 右下角数字 5 单点,464893,15 - 0.2
,,"Faded","Alan Walker",超极限,爆气,100,20,31,A - 右上角数字 1 单点,A - 右上角数字 4 单点,464366,15 - 0.3
,,"Faded","Alan Walker",超极限,爆气,101,21,7,A - 右下角数字 2 单点,A - 右下角数字 5 单点,464366,15 - 0.3
,,"Faded","Alan Walker",超极限,爆气,220,48,1,B - 左上角数字 3 单点,B - 右上角数字 6 单点,463306,15 - 0.5
,,"Faded","Alan Walker",超极限,爆气,226,49,15,B - 左上角数字 1 单点,B - 右边数字 2 绿条中间,463306,15 - 0.5
,,"Faded","Alan Walker",超极限,爆气,204,45,1,B - 左下角数字 1 单点,B - 左下角数字 3 单点,463304,15 - 0.5
,,"Faded","Alan Walker",超极限,爆气,205,45,15,B - 左上角数字 2 单点,B - 右下角数字 4 单点,463304,15 - 0.5
,,"Animals","Maroon 5",非押爆,爆气,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,370451,13 + 0.3
,,"Animals","Maroon 5",非押爆,爆气,165,56,28,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,369920,13 + 0.2
,,"Animals","Maroon 5",非押爆,爆气,163,55,20,B - 右上角数字 5 单点,B - 左下角数字 6 单点,369391,13 + 0.1
,,"Animals","Maroon 5",非押爆,爆气,164,56,12,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,368860,13 + 0.0
,,"Animals","Maroon 5",非押爆,爆气,165,56,24,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条中间,368329,13 - 0.1
,,"Animals","Maroon 5",非押爆,爆气,166,57,1,B - 右下角数字 7 绿条中间,B - 右边数字 7 绿条结尾,368329,13 - 0.1
,,"Animals","Maroon 5",非押爆,爆气,164,56,8,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,367269,13 - 0.3
,,"Animals","Maroon 5",非押爆,爆气,157,54,20,B - 左下角数字 3 单点,B - 右下角数字 3 单点,366738,13 - 0.4
,,"Animals","Maroon 5",非押爆,爆气,165,56,20,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条中间,366738,13 - 0.4
,,"Animals","Maroon 5",非押爆,爆气,166,57,4,B - 右下角数字 7 绿条中间,B - 右边数字 7 绿条结尾,366738,13 - 0.4
,,"Animals","Maroon 5",押爆,爆气,164,56,16,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,372042,14 - 0.4
,,"Animals","Maroon 5",押爆,爆气,163,56,0,B - 右上角数字 5 单点,B - 右边数字 7 绿条开始,370982,13 + 0.4
,,"Animals","Maroon 5",押爆,爆气,164,56,12,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,370451,13 + 0.3
,,"Animals","Maroon 5",押爆,爆气,165,56,24,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,369920,13 + 0.2
,,"Animals","Maroon 5",押爆,爆气,162,55,16,B - 左上角数字 4 绿条结尾,B - 左下角数字 6 单点,369391,13 + 0.1
,,"Animals","Maroon 5",押爆,爆气,163,55,17,B - 右上角数字 5 单点,B - 左下角数字 6 单点,369391,13 + 0.1
,,"Animals","Maroon 5",押爆,爆气,164,56,8,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,368860,13 + 0.0
,,"Animals","Maroon 5",押爆,爆气,165,56,20,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条中间,368329,13 - 0.1
,,"Animals","Maroon 5",押爆,爆气,160,55,8,B - 左上角数字 4 绿条中间,B - 左边数字 5 单点,367269,13 - 0.3
,,"Animals","Maroon 5",押爆,爆气,164,56,4,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,367269,13 - 0.3
,,"Animals","Maroon 5",超极限,爆气,164,56,15,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,372042,14 - 0.4
,,"Animals","Maroon 5",超极限,爆气,162,55,15,B - 左上角数字 4 绿条结尾,B - 左下角数字 6 单点,370982,13 + 0.4
,,"Animals","Maroon 5",超极限,爆气,163,55,31,B - 右上角数字 5 单点,B - 右边数字 7 绿条开始,370982,13 + 0.4
,,"Animals","Maroon 5",超极限,爆气,164,56,11,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,370451,13 + 0.3
,,"Animals","Maroon 5",超极限,爆气,165,56,23,B - 右下角数字 7 绿条开始,B - 右边数字 7 绿条结尾,369920,13 + 0.2
,,"Animals","Maroon 5",超极限,爆气,163,55,17,B - 右上角数字 5 单点,B - 左下角数字 6 单点,369391,13 + 0.1
,,"Animals","Maroon 5",超极限,爆气,160,55,7,B - 左上角数字 4 绿条中间,B - 左边数字 5 单点,368860,13 + 0.0
,,"Animals","Maroon 5",超极限,爆气,164,56,7,B - 左上角数字 6 单点,B - 右边数字 7 绿条中间,368860,13 + 0.0
,,"Animals","Maroon 5",超极限,爆气,165,56,19,B - 中间数字 6 单点（cool）、右下角数字 7 绿条开始,B - 右边数字 7 绿条中间,368449,14 - 0.1
,,"Animals","Maroon 5",超极限,爆气,165,56,20,B - 中间数字 6 单点（cool）、右下角数字 7 绿条开始,B - 右边数字 7 绿条中间,368449,14 - 0.1
,,"帝都","萌萌哒天团",非押爆,爆气,214,57,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",非押爆,爆气,215,58,8,B - 右边数字 5 单点,B - 左上角数字 8 绿条中间,514120,15 + 0.1
,,"帝都","萌萌哒天团",非押爆,爆气,196,53,28,B - 右上角数字 4 单点,B - 左下角数字 7 单点,513589,15 + 0.0
,,"帝都","萌萌哒天团",非押爆,爆气,197,54,4,B - 右边数字 5 单点,B - 左上角数字 8 单点,513589,15 + 0.0
,,"帝都","萌萌哒天团",非押爆,爆气,204,55,16,B - 右下角数字 1 单点,B - 右上角数字 3 绿条中间,511998,15 - 0.3
,,"帝都","萌萌哒天团",非押爆,爆气,178,50,0,B - 右上角数字 4 单点,B - 左下角数字 7 绿条中间,511467,15 - 0.4
,,"帝都","萌萌哒天团",非押爆,爆气,219,59,16,B - 右下角数字 1 单点,B - 上面数字 11 绿条中间,511467,15 - 0.4
,,"帝都","萌萌哒天团",押爆,爆气,196,54,0,B - 右上角数字 4 单点,B - 左上角数字 8 单点,518893,16 + 0.0
,,"帝都","萌萌哒天团",押爆,爆气,211,57,0,B - 左上角数字 1 单点,B - 右上角数字 4 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,212,57,8,B - 左边数字 2 单点,B - 右边数字 5 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,213,57,16,B - 左下角数字 3 单点,B - 右下角数字 6 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,214,57,24,B - 右上角数字 4 单点,B - 左下角数字 7 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",押爆,爆气,215,58,8,B - 右边数字 5 单点,B - 左上角数字 8 绿条结尾,515711,15 + 0.4
,,"帝都","萌萌哒天团",押爆,爆气,216,58,16,B - 右下角数字 6 单点,B - 右下角数字 9 单点,515711,15 + 0.4
,,"帝都","萌萌哒天团",押爆,爆气,217,58,24,B - 左下角数字 7 单点,B - 右上角数字 10 单点,515711,15 + 0.4
,,"帝都","萌萌哒天团",押爆,爆气,215,58,4,B - 右边数字 5 单点,B - 左上角数字 8 绿条中间,514120,15 + 0.1
,,"帝都","萌萌哒天团",超极限,爆气,196,53,31,B - 右上角数字 4 单点,B - 左上角数字 8 单点,518893,16 + 0.0
,,"帝都","萌萌哒天团",超极限,爆气,211,56,31,B - 左上角数字 1 单点,B - 右上角数字 4 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",超极限,爆气,212,57,7,B - 左边数字 2 单点,B - 右边数字 5 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",超极限,爆气,213,57,15,B - 左下角数字 3 单点,B - 右下角数字 6 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",超极限,爆气,214,57,23,B - 右上角数字 4 单点,B - 左下角数字 7 单点,516242,16 - 0.5
,,"帝都","萌萌哒天团",超极限,爆气,215,58,7,B - 右边数字 5 单点,B - 左上角数字 8 绿条结尾,515711,15 + 0.4
,,"帝都","萌萌哒天团",超极限,爆气,216,58,15,B - 右下角数字 6 单点,B - 右下角数字 9 单点,515711,15 + 0.4
,,"帝都","萌萌哒天团",超极限,爆气,217,58,23,B - 左下角数字 7 单点,B - 右上角数字 10 单点,515711,15 + 0.4
,,"帝都","萌萌哒天团",超极限,爆气,215,58,3,B - 中间数字 4 单点（cool）、右边数字 5 单点,B - 左上角数字 8 绿条中间,514240,16 + 0.1
,,"帝都","萌萌哒天团",超极限,爆气,215,58,4,B - 中间数字 4 单点（cool）、右边数字 5 单点,B - 左上角数字 8 绿条中间,514240,16 + 0.1
,,"动物森林","范玮琪",非押爆,爆气,223,60,16,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,656611,25 + 0.2
,,"动物森林","范玮琪",非押爆,爆气,218,59,12,B - 右上角数字 8 单点,B - 上面数字 5 蓝条结尾,655020,25 - 0.1
,,"动物森林","范玮琪",非押爆,爆气,219,59,20,B - 右上角数字 9 单点,B - 左边数字 1 单点,655020,25 - 0.1
,,"动物森林","范玮琪",非押爆,爆气,220,59,28,B - 左上角数字 10 绿条开始,B - 左下角数字 2 单点,655020,25 - 0.1
,,"动物森林","范玮琪",非押爆,爆气,223,60,12,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,655020,25 - 0.1
,,"动物森林","范玮琪",非押爆,爆气,221,60,1,B - 左上角数字 10 绿条中间,B - 左下角数字 2 单点,653429,25 - 0.4
,,"动物森林","范玮琪",非押爆,爆气,222,60,5,B - 左上角数字 10 绿条结尾,B - 中间数字 3 绿条开始,653429,25 - 0.4
,,"动物森林","范玮琪",非押爆,爆气,223,60,9,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,653429,25 - 0.4
,,"动物森林","范玮琪",非押爆,爆气,224,60,20,B - 下面数字 2 单点,B - 中间数字 3 绿条结尾,652898,25 - 0.5
,,"动物森林","范玮琪",非押爆,爆气,225,60,28,B - 下面数字 3 蓝条开始,B - 右上角数字 4 单点,652898,25 - 0.5
,,"动物森林","范玮琪",押爆,爆气,218,59,16,B - 右上角数字 8 单点,B - 左边数字 1 单点,660324,26 - 0.1
,,"动物森林","范玮琪",押爆,爆气,219,59,24,B - 右上角数字 9 单点,B - 左下角数字 2 单点,660324,26 - 0.1
,,"动物森林","范玮琪",押爆,爆气,223,60,16,B - 右下角数字 1 单点,B - 中间数字 3 绿条结尾,658202,26 - 0.5
,,"动物森林","范玮琪",押爆,爆气,224,60,24,B - 下面数字 2 单点,B - 右上角数字 4 单点,658202,26 - 0.5
,,"动物森林","范玮琪",押爆,爆气,220,60,0,B - 左上角数字 10 绿条开始,B - 中间数字 3 绿条开始,656611,25 + 0.2
,,"动物森林","范玮琪",押爆,爆气,223,60,12,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,656611,25 + 0.2
,,"动物森林","范玮琪",超极限,爆气,218,59,15,B - 右上角数字 8 单点,B - 左边数字 1 单点,660324,26 - 0.1
,,"动物森林","范玮琪",超极限,爆气,219,59,23,B - 右上角数字 9 单点,B - 左下角数字 2 单点,660324,26 - 0.1
,,"动物森林","范玮琪",超极限,爆气,223,60,15,B - 右下角数字 1 单点,B - 中间数字 3 绿条结尾,658202,26 - 0.5
,,"动物森林","范玮琪",超极限,爆气,224,60,23,B - 下面数字 2 单点,B - 右上角数字 4 单点,658202,26 - 0.5
,,"动物森林","范玮琪",超极限,爆气,217,59,7,B - 右下角数字 7 绿条结尾,B - 上面数字 5 蓝条结尾,656611,25 + 0.2
,,"动物森林","范玮琪",超极限,爆气,220,59,31,B - 左上角数字 10 绿条开始,B - 中间数字 3 绿条开始,656611,25 + 0.2
,,"动物森林","范玮琪",超极限,爆气,221,60,3,B - 左上角数字 10 绿条中间,B - 中间数字 3 绿条中间,656611,25 + 0.2
,,"动物森林","范玮琪",超极限,爆气,222,60,7,B - 左上角数字 10 绿条结尾,B - 中间数字 3 绿条中间,656611,25 + 0.2
,,"动物森林","范玮琪",超极限,爆气,223,60,11,B - 右下角数字 1 单点,B - 中间数字 3 绿条中间,656611,25 + 0.2
,,"小酒窝","林俊杰",非押爆,爆气,202,50,24,B - 右下角数字 5 单点,B - 左下角数字 6 蓝条中间,764285,26 - 0.1
,,"小酒窝","林俊杰",非押爆,爆气,203,50,28,B - 右边数字 6 蓝条开始,B - 左下角数字 6 蓝条结尾,764285,26 - 0.1
,,"小酒窝","林俊杰",非押爆,爆气,204,51,4,B - 右边数字 6 蓝条中间,B - 右下角数字 7 单点,764285,26 - 0.1
,,"小酒窝","林俊杰",非押爆,爆气,80,22,4,A - 左边数字 6 蓝条中间,A - 左下角数字 7 单点,760327,26 - 0.1
,,"小酒窝","林俊杰",非押爆,爆气,79,21,28,A - 左边数字 6 蓝条开始,A - 右下角数字 6 蓝条结尾,760106,26 - 0.1
,,"小酒窝","林俊杰",非押爆,爆气,78,21,24,A - 左下角数字 5 单点,A - 右下角数字 6 蓝条中间,759885,26 - 0.1
,,"小酒窝","林俊杰",押爆,爆气,202,50,24,B - 右下角数字 5 单点,B - 左下角数字 6 蓝条结尾,769589,27 - 0.1
,,"小酒窝","林俊杰",押爆,爆气,203,51,0,B - 右边数字 6 蓝条开始,B - 右下角数字 7 单点,769589,27 - 0.1
,,"小酒窝","林俊杰",押爆,爆气,79,22,0,A - 左边数字 6 蓝条开始,A - 左下角数字 7 单点,765410,27 - 0.1
,,"小酒窝","林俊杰",押爆,爆气,78,21,24,A - 左下角数字 5 单点,A - 右下角数字 6 蓝条结尾,765189,27 - 0.1
,,"小酒窝","林俊杰",超极限,爆气,202,50,23,B - 右下角数字 5 单点,B - 左下角数字 6 蓝条结尾,769589,27 - 0.1
,,"小酒窝","林俊杰",超极限,爆气,203,50,31,B - 右边数字 6 蓝条开始,B - 右下角数字 7 单点,769589,27 - 0.1
,,"小酒窝","林俊杰",超极限,爆气,79,21,31,A - 左边数字 6 蓝条开始,A - 左下角数字 7 单点,765410,27 - 0.1
,,"小酒窝","林俊杰",超极限,爆气,78,21,23,A - 左下角数字 5 单点,A - 右下角数字 6 蓝条结尾,765189,27 - 0.1
,,"猫步轻俏","AOA",非押爆,爆气,192,51,28,B - 左下角数字 6 单点,B - 右下角数字 10 单点,438503,16 - 0.1
,,"猫步轻俏","AOA",非押爆,爆气,190,51,20,B - 右边数字 5 绿条中间,B - 右下角数字 9 单点,434790,15 + 0.2
,,"猫步轻俏","AOA",非押爆,爆气,191,51,21,B - 右边数字 5 绿条结尾,B - 右下角数字 9 单点,434790,15 + 0.2
,,"猫步轻俏","AOA",非押爆,爆气,169,49,12,B - 右边数字 2 绿条开始,B - 右边数字 2 单点,433726,15 + 0.0
,,"猫步轻俏","AOA",非押爆,爆气,172,49,28,B - 左下角数字 3 绿条开始、右下角数字 3 绿条开始,B - 右下角数字 3 绿条结尾,433726,15 + 0.0
,,"猫步轻俏","AOA",押爆,爆气,172,50,0,B - 左下角数字 3 绿条开始、右下角数字 3 绿条开始,B - 左下角数字 4 单点,439030,16 + 0.0
,,"猫步轻俏","AOA",押爆,爆气,191,51,24,B - 右边数字 5 绿条结尾,B - 右下角数字 10 单点,438503,16 - 0.1
,,"猫步轻俏","AOA",押爆,爆气,192,51,25,B - 左下角数字 6 单点,B - 右下角数字 10 单点,438503,16 - 0.1
,,"猫步轻俏","AOA",押爆,爆气,189,51,16,B - 右边数字 5 绿条开始,B - 右下角数字 9 单点,437972,16 - 0.2
,,"猫步轻俏","AOA",押爆,爆气,190,51,17,B - 右边数字 5 绿条中间,B - 右下角数字 9 单点,436381,16 - 0.5
,,"猫步轻俏","AOA",押爆,爆气,174,50,1,B - 左下角数字 3 绿条中间、右下角数字 3 绿条中间,B - 左下角数字 4 单点,435848,15 + 0.4
,,"猫步轻俏","AOA",押爆,爆气,169,49,16,B - 右边数字 2 绿条开始,B - 右下角数字 3 绿条开始,435317,15 + 0.3
,,"猫步轻俏","AOA",押爆,爆气,190,51,20,B - 右边数字 5 绿条中间,B - 右下角数字 9 单点,434790,15 + 0.2
,,"猫步轻俏","AOA",押爆,爆气,191,51,21,B - 右边数字 5 绿条结尾,B - 右下角数字 9 单点,434790,15 + 0.2
,,"猫步轻俏","AOA",押爆,爆气,176,50,8,B - 左下角数字 3 绿条中间、右下角数字 3 绿条中间,B - 左边数字 5 单点,434788,15 + 0.2
,,"猫步轻俏","AOA",超极限,爆气,191,51,23,B - 右边数字 5 绿条结尾,B - 右下角数字 10 单点,440094,16 + 0.2
,,"猫步轻俏","AOA",超极限,爆气,172,49,31,B - 左下角数字 3 绿条开始、右下角数字 3 绿条开始,B - 左下角数字 4 单点,439030,16 + 0.0
,,"猫步轻俏","AOA",超极限,爆气,192,51,25,B - 左下角数字 6 单点,B - 右下角数字 10 单点,438503,16 - 0.1
,,"猫步轻俏","AOA",超极限,爆气,189,51,15,B - 右边数字 5 绿条开始,B - 右下角数字 9 单点,437972,16 - 0.2
,,"猫步轻俏","AOA",超极限,爆气,176,50,7,B - 左下角数字 3 绿条中间、右下角数字 3 绿条中间,B - 左边数字 5 单点,437970,16 - 0.2
,,"猫步轻俏","AOA",超极限,爆气,190,51,19,B - 右边数字 5 绿条中间,B - 右下角数字 9 单点、中间数字 10 单点（cool）,436501,17 - 0.5
,,"猫步轻俏","AOA",超极限,爆气,190,51,17,B - 右边数字 5 绿条中间,B - 右下角数字 9 单点,436381,16 - 0.5
,,"猫步轻俏","AOA",超极限,爆气,174,50,3,B - 左下角数字 3 绿条中间、右下角数字 3 绿条中间,B - 左下角数字 4 单点、中间数字 5 单点（cool）,435968,16 + 0.4
,,"猫步轻俏","AOA",超极限,爆气,174,50,1,B - 左下角数字 3 绿条中间、右下角数字 3 绿条中间,B - 左下角数字 4 单点,435848,15 + 0.4
,,"猫步轻俏","AOA",超极限,爆气,168,49,7,B - 左上角数字 1 绿条结尾,B - 右边数字 2 单点,435317,15 + 0.3
,,"我们不该这样的","张赫宣",非押爆,爆气,248,61,20,B - 下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,246,61,8,B - 左下角数字 4 单点,B - 右下角数字 7 单点、左下角数字 7 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,248,61,16,B - 下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,249,61,24,B - 右下角数字 7 单点,B - 左上角数字 1 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,250,62,0,B - 右边数字 8 单点,B - 左边数字 2 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,251,62,8,B - 右上角数字 9 单点,B - 左下角数字 3 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",押爆,爆气,227,57,24,B - 左下角数字 5 单点,B - 左边数字 12 单点,661296,25 - 0.5
,,"我们不该这样的","张赫宣",超极限,爆气,248,61,15,B - 中间数字 5 单点（cool）、下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点,664598,26 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,248,61,16,B - 中间数字 5 单点（cool）、下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点,664598,26 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,248,61,19,B - 下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点、中间数字 1 单点（cool）,664598,26 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,249,61,23,B - 中间数字 6 单点（cool）、右下角数字 7 单点,B - 左上角数字 1 单点,664598,26 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,249,61,24,B - 右下角数字 6 单点（cool）、右下角数字 7 单点,B - 左上角数字 1 单点,664598,26 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,246,61,7,B - 左下角数字 4 单点,B - 右下角数字 7 单点、左下角数字 7 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,248,61,17,B - 下面数字 6 单点,B - 中间数字 8 单点、中间数字 8 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,250,61,31,B - 右边数字 8 单点,B - 左边数字 2 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,251,62,7,B - 右上角数字 9 单点,B - 左下角数字 3 单点,664478,25 + 0.1
,,"我们不该这样的","张赫宣",超极限,爆气,227,57,23,B - 左下角数字 5 单点,B - 左边数字 12 单点,661296,25 - 0.5
W,7,"Wonderland","gugudan",非押爆,爆气,108,25,20,A - 右边数字 4 单点,A - 左边数字 9 单点、右边数字 9 单点,881745,28 + 0.2
