首字母,等级,歌名,歌手,类型,技能,爆点,bar,box,开头描述,结尾描述,分数,指数
J,6,"Jar Of Love","曲婉婷",押爆,极限,308,56,7,B - 左边单点、右边长条中间,B - 左边连点第 2 个、右边连点第 2 个,1440460,37 - 0.4
J,6,"Jar Of Love","曲婉婷",押爆,极限,313,56,16,B - 左边白球、右边长条中间,B - 右边白球,1439597,36 + 0.1
J,6,"Jar Of Love","曲婉婷",押爆,极限,298,54,24,B - 右边单点,B - 左边连点第 3 个,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",押爆,极限,299,55,0,B - 左边滑键,B - 左边滑键,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",押爆,极限,300,55,8,B - 右边单点,B - 右边单点,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",押爆,极限,301,55,16,B - 左边白球,B - 左边单点,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",押爆,极限,302,55,24,B - 右边单点,B - 右边单点,1439074,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,306,56,3,B - 右边长条中间,B - 左边连点第 2 个、右边连点第 2 个,1441498,37 + 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,303,55,31,B - 左边单点、右边长条开始,B - 左边连点第 1 个、右边连点第 1 个,1440805,37 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,308,56,7,B - 左边单点、右边长条中间,B - 左边连点第 2 个、右边连点第 2 个,1440460,37 - 0.4
J,6,"Jar Of Love","曲婉婷",超极限,极限,313,56,15,B - 左边白球、右边长条中间,B - 右边白球,1440116,36 + 0.4
J,6,"Jar Of Love","曲婉婷",超极限,极限,298,54,23,B - 右边单点,B - 左边连点第 3 个,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,299,54,31,B - 左边滑键,B - 左边滑键,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,300,55,7,B - 右边单点,B - 右边单点,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,301,55,15,B - 左边白球,B - 左边单点,1439075,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,302,55,23,B - 右边单点,B - 右边单点,1439074,36 - 0.2
J,6,"Jar Of Love","曲婉婷",超极限,极限,322,57,15,B - 左边连点第 1 个、右边连点第 1 个,B - 左边连点第 1 个、右边长条中间,1438729,36 - 0.4
B,6,"BONAMANA","Super Junior",非押爆,极限,309,74,20,B - 右边单点,B - 右边白球,1342896,35 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,255,66,0,B - 右边白球,B - 左边单点,1342895,35 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,310,74,25,B - 左边单点,B - 右边白球,1341165,34 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,255,65,28,B - 右边白球,B - 右边单点,1341164,34 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,306,74,8,B - 左边连点第 1 个,B - 右边连点第 2 个,1341164,34 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,307,74,12,B - 左边连点第 2 个,B - 右边连点第 3 个,1341164,34 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,308,74,16,B - 左边连点第 3 个,B - 左边单点,1341164,34 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,爆气,309,74,20,B - 右边单点,B - 右边白球,1341002,35 + 0.0
B,6,"BONAMANA","Super Junior",非押爆,极限,256,66,8,B - 右边单点,B - 右边长条中间,1340989,34 - 0.1
B,6,"BONAMANA","Super Junior",非押爆,极限,256,66,6,B - 右边单点,B - 右边长条中间,1340470,34 - 0.4
B,6,"BONAMANA","Super Junior",押爆,爆气,308,74,16,B - 左边连点第 3 个,B - 右边白球,1346306,36 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,308,74,16,B - 左边连点第 3 个,B - 右边白球,1344627,36 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,255,66,0,B - 右边白球,B - 右边长条开始,1343414,35 + 0.3
B,6,"BONAMANA","Super Junior",押爆,极限,166,52,0,B - 左边白球,B - 左边白球,1342898,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,311,75,0,B - 右边白球,B - 右边白球,1342897,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,305,74,0,B - 右边白球,B - 右边连点第 1 个,1342896,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,309,74,17,B - 右边单点,B - 右边白球,1342896,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,255,65,28,B - 右边白球,B - 左边单点,1342895,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,306,74,8,B - 左边连点第 1 个,B - 右边连点第 3 个,1342895,35 + 0.0
B,6,"BONAMANA","Super Junior",押爆,极限,307,74,12,B - 左边连点第 2 个,B - 左边单点,1342895,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,爆气,308,74,15,B - 左边连点第 2 个（cool）、左边连点第 3 个,B - 右边白球,1346426,37 + 0.0
B,6,"BONAMANA","Super Junior",超极限,爆气,308,74,16,B - 左边连点第 2 个（cool）、左边连点第 3 个,B - 右边白球,1346426,37 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,308,74,15,B - 左边连点第 3 个,B - 右边白球,1344627,36 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,255,65,31,B - 右边白球,B - 右边长条开始,1343414,35 + 0.3
B,6,"BONAMANA","Super Junior",超极限,极限,166,51,31,B - 左边白球,B - 左边白球,1342898,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,311,74,31,B - 右边白球,B - 右边白球,1342897,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,305,73,31,B - 右边白球,B - 右边连点第 1 个,1342896,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,309,74,17,B - 右边单点,B - 右边白球,1342896,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,255,65,27,B - 右边白球,B - 左边单点,1342895,35 + 0.0
B,6,"BONAMANA","Super Junior",超极限,极限,306,74,7,B - 左边连点第 1 个,B - 右边连点第 3 个,1342895,35 + 0.0
B,8,"Baby Boy","王心凌",非押爆,极限,445,66,16,B - 左边白球、右边白球,B - 右边白球,2083048,43 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,444,66,12,B - 左边单点,B - 左边白球,2081316,42 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,438,65,20,B - 左边单点,B - 左边白球、右边白球,2081315,42 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,699,91,16,B - 左边白球、右边白球,B - 左边白球,2080622,41 + 0.2
B,8,"Baby Boy","王心凌",非押爆,极限,474,69,24,B - 左边滑键、右边滑键,B - 左边白球、右边白球,2080451,41 + 0.1
B,8,"Baby Boy","王心凌",非押爆,极限,445,66,13,B - 左边白球、右边白球,B - 左边白球,2079585,41 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,439,65,21,B - 左边滑键、右边滑键,B - 左边白球、右边白球,2079584,41 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,441,65,28,B - 右边单点,B - 左边单点、右边单点,2079584,41 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,442,66,4,B - 左边单点,B - 左边单点,2079584,41 - 0.4
B,8,"Baby Boy","王心凌",非押爆,极限,443,66,8,B - 右边单点,B - 右边单点,2079584,41 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,444,66,12,B - 左边单点,B - 右边白球,2084779,44 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,445,66,16,B - 左边白球、右边白球,B - 左边单点,2084779,44 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,445,66,13,B - 左边白球、右边白球,B - 右边白球,2083048,43 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,443,66,8,B - 右边单点,B - 左边白球,2083047,43 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,437,65,16,B - 左边单点,B - 左边白球、右边白球,2083046,43 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,439,65,24,B - 左边滑键、右边滑键,B - 左边单点、右边单点,2083046,43 - 0.4
B,8,"Baby Boy","王心凌",押爆,极限,698,91,12,B - 左边单点,B - 左边白球,2082353,42 + 0.2
B,8,"Baby Boy","王心凌",押爆,极限,699,91,16,B - 左边白球、右边白球,B - 右边单点,2082353,42 + 0.2
B,8,"Baby Boy","王心凌",押爆,极限,473,69,20,B - 右边单点,B - 左边白球、右边白球,2082182,42 + 0.1
B,8,"Baby Boy","王心凌",押爆,极限,444,66,9,B - 左边单点,B - 左边白球,2081316,42 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,444,66,11,B - 左边单点,B - 右边白球,2084779,44 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,445,66,15,B - 左边白球、右边白球,B - 左边单点,2084779,44 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,445,66,13,B - 左边白球、右边白球,B - 右边白球,2083048,43 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,443,66,7,B - 右边单点,B - 左边白球,2083047,43 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,437,65,15,B - 左边单点,B - 左边白球、右边白球,2083046,43 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,439,65,23,B - 左边滑键、右边滑键,B - 左边单点、右边单点,2083046,43 - 0.4
B,8,"Baby Boy","王心凌",超极限,极限,698,91,11,B - 左边单点,B - 左边白球,2082353,42 + 0.2
B,8,"Baby Boy","王心凌",超极限,极限,699,91,15,B - 左边白球、右边白球,B - 右边单点,2082353,42 + 0.2
B,8,"Baby Boy","王心凌",超极限,极限,473,69,19,B - 右边单点,B - 左边白球、右边白球,2082182,42 + 0.1
B,8,"Baby Boy","王心凌",超极限,极限,444,66,9,B - 左边单点,B - 左边白球,2081316,42 - 0.4
,,"动物森林","范玮琪",非押爆,爆气,242,63,24,B - 右边单点,B - 右边长条中间,837190,27 + 0.1
,,"动物森林","范玮琪",非押爆,爆气,241,63,16,B - 左边单点,B - 右边长条中间,836130,27 - 0.1
,,"动物森林","范玮琪",非押爆,爆气,242,63,22,B - 右边单点,B - 右边长条中间,835599,27 - 0.2
,,"动物森林","范玮琪",非押爆,爆气,243,63,28,B - 左边单点,B - 右边长条结尾,835068,27 - 0.3
,,"动物森林","范玮琪",非押爆,爆气,244,64,4,B - 右边滑键,B - 左边单点,835068,27 - 0.3
,,"动物森林","范玮琪",非押爆,爆气,241,63,14,B - 左边单点,B - 右边长条中间,834539,27 - 0.4
,,"动物森林","范玮琪",非押爆,爆气,242,63,20,B - 右边单点,B - 右边长条中间,834008,27 - 0.5
,,"动物森林","范玮琪",非押爆,爆气,243,63,26,B - 左边单点,B - 右边长条中间,833477,26 + 0.4
,,"动物森林","范玮琪",非押爆,爆气,241,63,12,B - 左边单点,B - 左边长条结尾、右边长条中间,832948,26 + 0.3
,,"动物森林","范玮琪",非押爆,爆气,242,63,18,B - 右边单点,B - 右边长条中间,832417,26 + 0.2
,,"动物森林","范玮琪",押爆,爆气,242,63,24,B - 右边单点,B - 右边长条结尾,840372,28 - 0.3
,,"动物森林","范玮琪",押爆,爆气,243,64,0,B - 左边单点,B - 左边单点,840372,28 - 0.3
,,"动物森林","范玮琪",押爆,爆气,241,63,16,B - 左边单点,B - 右边长条中间,839312,28 - 0.5
,,"动物森林","范玮琪",押爆,爆气,242,63,22,B - 右边单点,B - 右边长条中间,838781,27 + 0.4
,,"动物森林","范玮琪",押爆,爆气,240,63,8,B - 右边单点,B - 左边长条结尾、右边长条中间,838252,27 + 0.3
,,"动物森林","范玮琪",押爆,爆气,241,63,14,B - 左边单点,B - 右边长条中间,837721,27 + 0.2
,,"动物森林","范玮琪",押爆,爆气,242,63,20,B - 右边单点,B - 右边长条中间,837190,27 + 0.1
,,"动物森林","范玮琪",押爆,爆气,239,63,0,B - 左边白球,B - 左边长条中间、右边长条开始,836132,27 - 0.1
,,"动物森林","范玮琪",押爆,爆气,241,63,12,B - 左边单点,B - 右边长条中间,836130,27 - 0.1
,,"动物森林","范玮琪",押爆,爆气,242,63,18,B - 右边单点,B - 右边长条中间,835599,27 - 0.2
,,"动物森林","范玮琪",超极限,爆气,242,63,23,B - 右边单点,B - 右边长条结尾,840372,28 - 0.3
,,"动物森林","范玮琪",超极限,爆气,243,63,31,B - 左边单点,B - 左边单点,840372,28 - 0.3
,,"动物森林","范玮琪",超极限,爆气,241,63,15,B - 左边单点,B - 右边长条中间,839312,28 - 0.5
,,"动物森林","范玮琪",超极限,爆气,242,63,21,B - 右边单点,B - 右边长条中间,838781,27 + 0.4
,,"动物森林","范玮琪",超极限,爆气,240,63,7,B - 右边单点,B - 左边长条结尾、右边长条中间,838252,27 + 0.3
,,"动物森林","范玮琪",超极限,爆气,241,63,13,B - 左边单点,B - 右边长条中间,837721,27 + 0.2
,,"动物森林","范玮琪",超极限,爆气,242,63,19,B - 左边单点（cool）、右边单点,B - 右边长条中间,837310,28 + 0.1
,,"动物森林","范玮琪",超极限,爆气,242,63,20,B - 左边单点（cool）、右边单点,B - 右边长条中间,837310,28 + 0.1
,,"动物森林","范玮琪",超极限,爆气,241,63,11,B - 右边单点（cool）、左边单点,B - 右边长条中间,836250,28 - 0.1
,,"动物森林","范玮琪",超极限,爆气,241,63,12,B - 右边单点（cool）、左边单点,B - 右边长条中间,836250,28 - 0.1
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,190,29,20,A - 右边单点,A - 左边长条结尾、右边单点,1275464,33 + 0.4
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,191,29,24,A - 左边单点,A - 左边单点,1275464,33 + 0.4
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,192,29,28,A - 右边单点,A - 右边单点,1275464,33 + 0.4
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,195,30,16,A - 左边白球,A - 左边长条中间,1274942,33 + 0.1
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,189,29,16,A - 左边单点,A - 左边长条中间,1274426,33 - 0.2
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,195,30,14,A - 左边白球,A - 左边长条中间,1274423,33 - 0.2
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,187,29,0,A - 右边滑键,A - 右边单点,1274255,33 - 0.3
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,193,30,0,A - 左边滑键,A - 左边长条开始,1274252,33 - 0.3
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,188,29,8,A - 左边单点,A - 左边长条中间,1274081,33 - 0.4
,,"黑暗骑士","林俊杰/五月天",非押爆,极限,194,30,6,A - 右边单点,A - 左边长条中间,1274078,33 - 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,爆气,189,29,16,A - 左边单点,A - 左边长条结尾、右边单点,1279784,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,爆气,190,29,20,A - 右边单点,A - 左边单点,1279784,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,爆气,191,29,24,A - 左边单点,A - 右边单点,1279784,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,极限,189,29,16,A - 左边单点,A - 左边长条结尾、右边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,极限,190,29,20,A - 右边单点,A - 左边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,极限,191,29,24,A - 左边单点,A - 右边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",押爆,爆气,192,29,28,A - 右边单点,A - 左边长条开始,1276071,34 - 0.3
,,"黑暗骑士","林俊杰/五月天",押爆,爆气,195,30,16,A - 左边白球,A - 左边长条中间,1276069,34 - 0.3
,,"黑暗骑士","林俊杰/五月天",押爆,极限,192,29,28,A - 右边单点,A - 左边长条开始,1275983,34 - 0.3
,,"黑暗骑士","林俊杰/五月天",押爆,极限,195,30,16,A - 左边白球,A - 左边长条中间,1275980,34 - 0.3
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,190,29,19,A - 左边单点（cool）、右边单点,A - 左边单点、右边单点（cool）,1280024,36 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,190,29,20,A - 左边单点（cool）、右边单点,A - 左边单点、右边单点（cool）,1280024,36 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,189,29,15,A - 左边单点,A - 左边长条结尾、右边单点、左边单点（cool）,1279904,35 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,极限,189,29,15,A - 左边单点,A - 左边长条结尾、右边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,极限,190,29,19,A - 右边单点,A - 左边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,极限,191,29,23,A - 左边单点,A - 右边单点,1277195,34 + 0.4
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,192,29,27,A - 左边单点（cool）、右边单点,A - 左边长条开始,1276191,35 - 0.3
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,192,29,28,A - 左边单点（cool）、右边单点,A - 左边长条开始,1276191,35 - 0.3
,,"黑暗骑士","林俊杰/五月天",超极限,爆气,195,30,15,A - 左边白球,A - 左边长条中间,1276069,34 - 0.3
,,"黑暗骑士","林俊杰/五月天",超极限,极限,192,29,27,A - 右边单点,A - 左边长条开始,1275983,34 - 0.3
,,"Trouble Is a Friend","Lenka",非押爆,爆气,427,59,8,B - 左边单点,B - 左边单点,1149587,34 - 0.5
,,"Trouble Is a Friend","Lenka",非押爆,爆气,429,59,16,B - 右边长条开始,B - 右边单点,1149587,34 - 0.5
,,"Trouble Is a Friend","Lenka",非押爆,爆气,435,59,28,B - 左边滑键,B - 左边长条结尾、右边单点,1149587,34 - 0.5
,,"Trouble Is a Friend","Lenka",非押爆,爆气,436,60,8,B - 右边单点,B - 右边长条中间,1149056,33 + 0.4
,,"Trouble Is a Friend","Lenka",非押爆,爆气,430,59,17,B - 右边长条中间,B - 右边单点,1147996,33 + 0.2
,,"Trouble Is a Friend","Lenka",非押爆,爆气,436,60,6,B - 右边单点,B - 右边长条中间,1147465,33 + 0.1
,,"Trouble Is a Friend","Lenka",非押爆,爆气,437,60,12,B - 右边白球,B - 右边长条中间,1146934,33 + 0.0
,,"Trouble Is a Friend","Lenka",非押爆,爆气,433,59,23,B - 左边单点、右边长条结尾,B - 左边长条中间,1146405,33 - 0.1
,,"Trouble Is a Friend","Lenka",非押爆,爆气,436,60,4,B - 右边单点,B - 右边长条开始,1145874,33 - 0.2
,,"Trouble Is a Friend","Lenka",非押爆,爆气,437,60,10,B - 右边白球,B - 右边长条中间,1145343,33 - 0.3
,,"Trouble Is a Friend","Lenka",押爆,爆气,427,59,8,B - 左边单点,B - 右边单点,1154891,35 - 0.5
,,"Trouble Is a Friend","Lenka",押爆,爆气,433,59,24,B - 左边单点、右边长条结尾,B - 左边长条结尾、右边单点,1154891,35 - 0.5
,,"Trouble Is a Friend","Lenka",押爆,爆气,436,60,8,B - 右边单点,B - 右边长条中间,1152238,34 + 0.0
,,"Trouble Is a Friend","Lenka",押爆,爆气,429,59,16,B - 右边长条开始,B - 左边长条开始,1151178,34 - 0.2
,,"Trouble Is a Friend","Lenka",押爆,爆气,435,60,0,B - 左边滑键,B - 右边长条开始,1151178,34 - 0.2
,,"Trouble Is a Friend","Lenka",押爆,爆气,436,60,6,B - 右边单点,B - 右边长条中间,1150647,34 - 0.3
,,"Trouble Is a Friend","Lenka",押爆,爆气,437,60,12,B - 右边白球,B - 右边长条中间,1150116,34 - 0.4
,,"Trouble Is a Friend","Lenka",超极限,爆气,433,59,23,B - 左边单点、右边长条结尾,B - 左边长条结尾、右边单点,1156482,35 - 0.2
,,"Trouble Is a Friend","Lenka",超极限,爆气,427,59,7,B - 左边单点,B - 右边单点、右边单点（cool）,1155011,36 - 0.5
,,"Trouble Is a Friend","Lenka",超极限,爆气,436,60,7,B - 右边单点,B - 右边长条中间,1152238,34 + 0.0
B,6,"Bad Girl","吴亦凡",非押爆,极限,501,81,16,B - 左边单点,B - 左边白球,1428062,34 - 0.3
B,6,"Bad Girl","吴亦凡",非押爆,极限,504,81,28,B - 右边长条开始,B - 左边单点、右边长条结尾,1427195,33 + 0.2
B,6,"Bad Girl","吴亦凡",非押爆,极限,502,81,20,B - 右边单点,B - 右边长条开始,1426850,33 + 0.0
B,6,"Bad Girl","吴亦凡",非押爆,极限,505,82,1,B - 右边长条中间,B - 左边单点、右边长条结尾,1426676,33 - 0.1
B,6,"Bad Girl","吴亦凡",非押爆,极限,510,82,16,B - 左边白球,B - 右边长条中间,1426502,33 - 0.2
B,6,"Bad Girl","吴亦凡",非押爆,极限,502,81,17,B - 右边单点,B - 左边白球,1426331,33 - 0.3
B,6,"Bad Girl","吴亦凡",非押爆,极限,503,81,24,B - 左边单点,B - 右边长条中间,1426157,33 - 0.4
B,6,"Bad Girl","吴亦凡",非押爆,极限,505,82,2,B - 右边长条中间,B - 左边单点、右边长条结尾,1426157,33 - 0.4
B,6,"Bad Girl","吴亦凡",非押爆,极限,508,82,7,B - 左边单点、右边长条结尾,B - 右边长条中间,1426157,33 - 0.4
B,6,"Bad Girl","吴亦凡",非押爆,极限,389,64,12,B - 左边连点第 1 个、右边连点第 1 个,B - 左边长条结尾、右边白球,1425993,33 - 0.5
B,6,"Bad Girl","吴亦凡",押爆,极限,503,81,24,B - 左边单点,B - 左边单点、右边长条结尾,1428926,34 + 0.2
B,6,"Bad Girl","吴亦凡",押爆,极限,501,81,16,B - 左边单点,B - 右边长条开始,1428581,34 + 0.0
B,6,"Bad Girl","吴亦凡",押爆,极限,501,81,12,B - 左边单点,B - 左边白球,1428062,34 - 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,502,81,20,B - 右边单点,B - 右边长条中间,1427888,34 - 0.4
B,6,"Bad Girl","吴亦凡",押爆,极限,388,64,8,B - 左边单点,B - 左边长条结尾、右边白球,1427724,34 - 0.5
B,6,"Bad Girl","吴亦凡",押爆,极限,504,82,0,B - 右边长条开始,B - 右边长条开始,1427714,34 - 0.5
B,6,"Bad Girl","吴亦凡",押爆,极限,510,82,16,B - 左边白球,B - 右边长条中间,1427540,33 + 0.4
B,6,"Bad Girl","吴亦凡",押爆,极限,502,81,18,B - 右边单点,B - 右边长条中间,1427369,33 + 0.3
B,6,"Bad Girl","吴亦凡",押爆,极限,504,81,25,B - 右边长条开始,B - 左边单点、右边长条结尾,1427195,33 + 0.2
B,6,"Bad Girl","吴亦凡",押爆,极限,505,82,1,B - 右边长条中间,B - 右边长条开始,1427195,33 + 0.2
B,6,"Bad Girl","吴亦凡",超极限,极限,503,81,23,B - 左边单点,B - 左边单点、右边长条结尾,1428926,34 + 0.2
B,6,"Bad Girl","吴亦凡",超极限,极限,501,81,15,B - 左边单点,B - 右边长条开始,1428581,34 + 0.0
B,6,"Bad Girl","吴亦凡",超极限,极限,501,81,11,B - 左边单点,B - 左边白球,1428062,34 - 0.3
B,6,"Bad Girl","吴亦凡",超极限,极限,502,81,19,B - 右边单点,B - 右边长条中间,1427888,34 - 0.4
B,6,"Bad Girl","吴亦凡",超极限,极限,388,64,7,B - 左边单点,B - 左边长条结尾、右边白球,1427724,34 - 0.5
B,6,"Bad Girl","吴亦凡",超极限,极限,504,81,31,B - 右边长条开始,B - 右边长条开始,1427714,34 - 0.5
B,6,"Bad Girl","吴亦凡",超极限,极限,505,82,1,B - 右边长条中间,B - 右边长条中间,1427714,34 - 0.5
B,6,"Bad Girl","吴亦凡",超极限,极限,508,82,7,B - 左边单点、右边长条结尾,B - 右边长条中间,1427714,34 - 0.5
B,6,"Bad Girl","吴亦凡",超极限,极限,510,82,15,B - 左边白球,B - 右边长条中间,1427540,33 + 0.4
B,6,"Bad Girl","吴亦凡",超极限,极限,502,81,17,B - 右边单点,B - 右边长条中间,1427369,33 + 0.3
,,"Always Online","林俊杰",非押爆,爆气,142,25,16,A - 左边连点第 1 个,A - 右边连点第 2 个,965120,27 + 0.0
,,"Always Online","林俊杰",押爆,爆气,140,25,0,A - 左边单点、右边单点,A - 左边单点、右边单点,965120,27 + 0.0
,,"Always Online","林俊杰",押爆,爆气,142,25,12,A - 左边连点第 1 个,A - 右边连点第 2 个,965120,27 + 0.0
,,"Always Online","林俊杰",超极限,爆气,140,24,31,A - 左边单点、右边单点,A - 左边单点、右边单点,965120,27 + 0.0
,,"Always Online","林俊杰",超极限,爆气,142,25,11,A - 左边连点第 1 个,A - 右边连点第 2 个,965120,27 + 0.0
H,8,"火花","高耀太",非押爆,极限,802,91,0,B - 左边白球、右边白球,B - 左边连点第 2 个,2101279,46 + 0.3
H,8,"火花","高耀太",非押爆,极限,818,93,0,B - 左边滑键、右边滑键,B - 左边单点,2100415,46 - 0.2
H,8,"火花","高耀太",非押爆,极限,802,90,28,B - 左边白球、右边白球,B - 左边连点第 1 个,2099548,45 + 0.3
H,8,"火花","高耀太",非押爆,极限,805,91,12,B - 左边连点第 2 个,B - 左边单点、右边单点,2099546,45 + 0.3
H,8,"火花","高耀太",非押爆,极限,807,91,20,B - 右边单点,B - 左边单点、右边单点,2099546,45 + 0.3
H,8,"火花","高耀太",非押爆,极限,774,89,24,B - 左边白球,B - 左边长条中间、右边长条中间,2098847,45 - 0.1
H,8,"火花","高耀太",非押爆,极限,818,92,28,B - 左边滑键、右边滑键,B - 左边单点,2098684,45 - 0.2
H,8,"火花","高耀太",非押爆,极限,820,93,8,B - 左边单点、右边单点,B - 左边长条中间,2098510,45 - 0.3
H,8,"火花","高耀太",非押爆,极限,792,90,16,B - 左边长条中间、右边长条中间,B - 左边白球,2098507,45 - 0.3
