字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"微微一笑很倾城","杨洋",,,分开,137 + 515、137 + 523、139 + 515、139 + 523、141 + 515、141 + 523、141 + 515、141 + 523、141 + 515、141 + 523,A - 二轨单点、三轨单点^^^B - 二轨单点、四轨单点,A - 一轨单点、三轨单点^^^B - 一轨单点、四轨单点,351,719,63 + 0.0,515、523,B - 二轨单点、四轨单点,B - 一轨单点、四轨单点,351,719,1311035,32 + 0.3
M,6,"Mimimi","Serebro",,,分开,78 + 310,A - 二轨单点^^^B - 一轨单点,A - 一轨单点、四轨单点^^^B - 二轨长条结尾、四轨长条开始,264,491,61 + 0.3,310,B - 一轨单点,B - 二轨长条结尾、四轨长条开始,264,491,1184528,30 + 0.3
,,"Always Online","林俊杰",,红色,分开,122 + 437、122 + 438、122 + 439,A - 四轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 二轨单点,271,506,41 - 0.2,122,A - 四轨单点,A - 三轨单点,271,506,757286,20 + 0.4
A,6,"爱投罗网","罗志祥",,红色,分开,110 + 436、110 + 440,A - 三轨长条开始^^^B - 四轨长条开始,A - 二轨长条左滑、四轨单点^^^B - 二轨长条中间,255,710,74 + 0.1,436、440,B - 四轨长条开始,B - 二轨长条中间,255,710,1365384,38 + 0.3
T,6,"Timber","Pitbull",,红色,分开,403 + 505、404 + 505、405 + 505、406 + 505、407 + 505,B - 三四轨滑键^^^B - 四轨单点,B - 一轨单点^^^B - 一轨长条结尾、四轨单点,203,592,90 - 0.4,505,B - 四轨单点,B - 一轨长条结尾、四轨单点,203,592,1407075,48 - 0.2
,,"曖昧スクリーム","平野绫",,,分开,15 + 754,A - 五轨单点^^^B - 三轨长条结尾、五轨长条开始,A - 三轨单点^^^B - 一轨单点、五轨单点,676,1399,111 + 0.3,754,B - 三轨长条结尾、五轨长条开始,B - 一轨单点、五轨单点,676,1399,2734586,58 - 0.1
,,"New Divide","Linkin Park",,红色,分开,182 + 262、184 + 262,A - 三轨长条右滑^^^A - 二轨单点、三轨单点,A - 二轨单点、四轨单点^^^A - 四轨长条中间,352,599,59 - 0.1,219、223、233,A - 一轨长条开始,A - 一轨长条结尾、三轨长条开始,352,599,1011605,30 + 0.2
,,"你的微笑","飞儿乐团",,红色,分开,96 + 476、96 + 477,A - 二轨单点^^^B - 三轨单点,A - 二轨长条右滑^^^B - 三轨长条结尾,299,632,68 + 0.0,476、477,B - 三轨单点,B - 三轨长条结尾,299,632,1208498,34 + 0.2
,,"明天，你好","牛奶咖啡",,红色,分开,59 + 150,A - 三轨单点^^^B - 一轨长条开始、四轨长条开始,A - 三轨单点^^^B - 二轨长条开始,150,360,55 - 0.1,150,B - 一轨长条开始、四轨长条开始,B - 二轨长条开始,150,360,773738,29 + 0.4
,,"夜空中最亮的星","逃跑计划",,红色,分开,115 + 355、115 + 356、115 + 357,A - 二轨长条开始^^^B - 二轨长条结尾,A - 三轨长条右滑^^^B - 三轨单点,293,551,61 - 0.4,355、356、357,B - 二轨长条结尾,B - 三轨单点,293,551,979126,32 + 0.1
,,"黑暗骑士","林俊杰/五月天",,红色,分开,180 + 488、180 + 489、180 + 490、180 + 491、180 + 492、181 + 488、181 + 489、181 + 490、181 + 491、181 + 492,A - 一轨单点^^^B - 一轨单点,A - 二轨单点^^^B - 一轨单点,273,550,62 + 0.0,180、181、182、183、184、488、489、490、491、492,A - 一轨单点,A - 二轨单点,273,550,1162369,31 + 0.0
,,"今天你要嫁给我","陶喆/蔡依林",,红色,存气,131 + 149,A - 一轨长条开始、四轨长条开始^^^B - 二轨长条开始、三轨长条开始,A - 二轨单点、三轨单点^^^B - 一轨单点,145,281,48 - 0.5,145、146、147、148、149,B - 二轨单点,B - 三轨单点,145,281,593957,25 - 0.2
,,"Blue Skies","Lenka",,红色,分开,89 + 342、89 + 343,A - 二轨长条开始、四轨长条开始^^^B - 一轨单点,A - 四轨单点^^^B - 三四轨滑键,204,483,58 + 0.3,342、343,B - 一轨单点,B - 三四轨滑键,204,483,1009214,30 - 0.3
B,8,"Bubble Pop!","泫雅",,,存气,330 + 368,A - 一轨长条中间^^^B - 一轨长条开始、四轨长条开始,A - 一二轨滑键、四三轨滑键^^^B - 二一轨滑键,364,786,72 + 0.4,401,B - 三轨单点,B - 二一轨滑键,364,786,1662549,37 - 0.5
,,"凉凉","杨宗纬/张碧晨",,红色,分开,94 + 340,A - 一轨长条开始^^^B - 四三轨滑键,A - 二轨长条结尾^^^B - 二轨单点,157,465,47 + 0.4,340,B - 四三轨滑键,B - 二轨单点,157,465,722536,26 - 0.3
,,"Bing Bing","Crayon Pop",,,分开,427 + 496,B - 三轨单点^^^B - 四轨长条中间,B - 四五轨滑键^^^B - 一轨单点,309,586,58 - 0.4,427,B - 三轨单点,B - 四五轨滑键,309,586,1515092,30 - 0.5
,,"因你而在","林俊杰",,红色,存气,180 + 381,A - 二轨单点^^^B - 三轨长条开始,A - 三轨单点^^^B - 一轨长条中间,220,481,54 + 0.1,381、395,B - 三轨长条开始,B - 三轨长条右滑,220,481,875574,27 - 0.2
,,"邮递马车","Hermann Necke",,红色,存气,243 + 570、243 + 565、243 + 568、243 + 570、245 + 562、248 + 559、251 + 557,A - 四五轨滑条^^^B - 二轨单点、四轨单点,A - 一轨单点、五轨单点^^^B - 二三轨滑键、四轨单点,275,725,100 + 0.4,597,B - 三轨长条右滑,B - 一轨单点、五轨单点,275,725,1732144,52 - 0.2
Q,8,"七年的爱","金贤政",20、50,红色,分开,349 + 573、351 + 573,B - 一轨单点、三轨单点^^^B - 四轨长条开始,B - 一轨单点、四轨单点^^^B - 二轨单点、三轨单点,242,708,101 + 0.1,573,B - 四轨长条开始,B - 二轨单点、三轨单点,242,708,1458011,57 + 0.3
T,8,"to the beginning","Kalafina",,,分开,340 + 1144、342 + 1144,A - 二轨长条结尾、四轨长条中间^^^B - 四轨长条中间,A - 一轨单点、三轨长条结尾^^^B - 二轨长条结尾、三轨长条结尾,762,1262,88 - 0.2,1144,B - 四轨长条中间,B - 二轨长条结尾、三轨长条结尾,762,1262,1943440,46 - 0.4
J,9,"JELLY JELLY","TWICE",,,分开,168 + 708、168 + 715、170 + 708、170 + 715、171 + 708、171 + 715、172 + 708、172 + 715,A - 三轨单点^^^B - 一轨单点、四轨单点,A - 四轨单点^^^B - 一轨单点、三轨单点,401,760,68 + 0.3,708、715,B - 一轨单点、四轨单点,B - 一轨单点、三轨单点,401,760,1684349,35 - 0.5
K,10,"空想神话","妖精帝国",,,分开,251 + 1519、252 + 1519,A - 二轨长条中间^^^B - 一轨长条中间、三轨单点,A - 四轨单点^^^B - 一轨长条右滑、三轨长条开始,915,1745,123 - 0.5,1519,B - 一轨长条中间、三轨单点,B - 一轨长条右滑、三轨长条开始,915,1745,3113291,69 - 0.2
R,6,"Right Now","rihanna",,,分开,395 + 552,B - 二轨长条开始^^^B - 一轨长条中间,B - 一轨单点^^^B - 一轨单点,395,818,74 + 0.4,395,B - 二轨长条开始,B - 一轨单点,395,818,1573738,39 + 0.2
,,"你的声音不会消失","fumika",20,红色,分开,239 + 524,A - 二轨长条开始^^^B - 一轨长条开始,A - 三轨长条右滑^^^B - 一轨长条中间,354,745,72 - 0.3,239,A - 二轨长条开始,A - 三轨长条右滑,354,745,1388442,37 + 0.0
,,"Poker Face","Lady Gaga",,红色,分开,103 + 237,A - 四轨单点^^^B - 二轨单点、四轨长条结尾,A - 一轨单点、二轨长条结尾^^^B - 二轨单点、四轨长条结尾,188,400,56 + 0.4,237,B - 二轨单点、四轨长条结尾,B - 二轨单点、四轨长条结尾,188,400,987056,29 + 0.0
,,"桃花旗袍","BY2",100,红色,分开,209 + 256,B - 四轨长条开始^^^B - 三轨长条开始,B - 四轨单点^^^B - 二轨单点,142,355,59 + 0.2,235、253,B - 三轨单点,B - 一轨单点、三轨长条结尾,142,355,829522,32 + 0.1
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,147 + 783、603 + 783,A - 二轨长条中间、四轨长条开始^^^B - 一轨单点,A - 二轨长条结尾、四轨长条结尾^^^B - 二轨长条结尾、四轨长条结尾,495,1028,78 - 0.1,783,B - 一轨单点,B - 二轨长条结尾、四轨长条结尾,495,1028,1662988,41 - 0.4
,,"绿光","孙燕姿",,红色,分开,221 + 440、221 + 443、221 + 445,B - 四轨长条左滑^^^B - 一轨单点,B - 四轨单点^^^B - 二轨单点、三轨单点,203,495,65 + 0.1,440、443、445,B - 一轨单点,B - 二轨单点、三轨单点,203,495,1048735,35 - 0.5
,,"不醉不会","田馥甄",,红色,分开,177 + 706,A - 二轨单点^^^B - 四轨长条左滑,A - 一轨单点^^^B - 二一轨滑键,409,805,93 - 0.3,177,A - 二轨单点,A - 一轨单点,409,805,1565696,47 - 0.5
,,"望","张碧晨/赵丽颖",,红色,分开,492 + 582,B - 三轨长条开始^^^B - 二轨长条左滑,B - 一轨单点、三轨单点^^^B - 一轨长条结尾、三轨长条结尾,234,680,81 + 0.2,582,B - 二轨长条左滑,B - 一轨长条结尾、三轨长条结尾,234,680,1298089,42 + 0.4
,,"炫舞","陈伟霆",,红色,分开,286 + 682,A - 一轨长条结尾、四轨单点^^^B - 一轨单点,A - 一轨长条右滑、三四轨滑键^^^B - 二轨长条左滑、三四轨滑键,434,821,66 - 0.2,682,B - 一轨单点,B - 二轨长条左滑、三四轨滑键,434,821,1243068,34 + 0.2
B,7,"表白","萧亚轩",,红色,分开,290 + 550,B - 四轨长条开始^^^B - 三轨单点,B - 二轨长条左滑、三四轨滑键^^^B - 一轨长条结尾、四轨长条结尾,269,691,83 - 0.4,550,B - 三轨单点,B - 一轨长条结尾、四轨长条结尾,269,691,1455021,45 - 0.5
H,6,"Here With You","Asher Book",,红色,分开,120 + 429,A - 二轨长条开始^^^B - 一轨单点、四轨单点,A - 四三轨滑键^^^B - 二轨长条结尾、三轨长条结尾,236,502,70 - 0.1,429,B - 一轨单点、四轨单点,B - 二轨长条结尾、三轨长条结尾,236,502,1216148,39 - 0.3
,,"Trap","Henry",,红色,分开,71 + 200,A - 三轨单点^^^B - 二轨单点,A - 三轨单点^^^B - 二轨单点,137,266,46 - 0.2,200,B - 二轨单点,B - 二轨单点,137,266,566839,23 - 0.1
I,8,"I Knew You Were Trouble","Taylor Swift",,红色,分开,95 + 192,A - 四轨长条开始^^^A - 一轨单点、四轨单点,A - 二轨单点、三轨长条中间^^^A - 二轨长条中间、三轨单点,580,982,84 - 0.5,95,A - 四轨长条开始,A - 二轨单点、三轨长条中间,580,982,1602729,42 + 0.4
,,"不朽之罪","双笙/玄觞",,红色,分开,72 + 219、72 + 220,A - 三轨单点^^^B - 二轨单点,A - 三轨长条结尾^^^B - 三轨长条结尾,113,270,39 + 0.2,219、220,B - 二轨单点,B - 三轨长条结尾,113,270,564861,20 - 0.1
,,"Try Everything","Shakira",,红色,分开,138 + 617,A - 四轨长条左滑^^^B - 一轨长条开始、四轨长条开始,A - 二轨长条结尾、三轨长条结尾^^^B - 一轨长条中间、四轨长条结尾,422,740,76 - 0.4,138,A - 四轨长条左滑,A - 二轨长条结尾、三轨长条结尾,422,740,1409769,40 + 0.0
,,"让我心动","Apink",,红色,分开,341 + 441,B - 三轨单点^^^B - 三轨单点,B - 二轨单点^^^B - 一轨长条结尾、四轨长条结尾,216,502,51 + 0.3,341,B - 三轨单点,B - 二轨单点,216,502,939578,26 + 0.0
,,"娃娃脸","后弦",,,分开,174 + 301,A - 三轨长条开始^^^B - 一轨长条结尾、四轨单点,A - 四轨单点^^^B - 二轨单点,248,488,49 + 0.4,174,A - 三轨长条开始,A - 四轨单点,248,488,947350,25 - 0.3
,,"Checkmate","林俊杰/郑容和",,红色,分开,136 + 428,A - 一轨长条开始^^^B - 四轨长条开始,A - 一轨单点、四轨单点^^^B - 一轨单点、四轨单点,264,589,70 - 0.2,136、428,A - 一轨长条开始,A - 一轨单点、四轨单点,264,589,1020980,35 - 0.1
,,"FIVE","Apink",50,红色,分开,197 + 374、197 + 375,A - 一轨单点^^^B - 一轨单点,A - 二轨长条结尾^^^B - 二轨单点、四轨长条结尾,278,455,56 + 0.0,197,A - 一轨单点,A - 二轨长条结尾,278,455,999319,29 + 0.0
,,"太过爱你","MC梦",,红色,分开,301 + 500、500 + 621,A - 一轨单点^^^B - 三轨长条右滑,A - 一轨单点、四轨长条结尾^^^B - 一轨长条结尾、四轨长条结尾,397,875,79 - 0.1,500,B - 三轨长条右滑,B - 一轨长条结尾、四轨长条结尾,397,875,1445413,40 - 0.1
,,"后会无期","徐良/汪苏泷",,红色,分开,54 + 176,A - 二轨长条开始^^^B - 二轨长条开始,A - 一轨单点^^^B - 一轨单点,123,271,38 - 0.2,176,B - 二轨长条开始,B - 一轨单点,123,271,483687,19 - 0.1
B,6,"Bad Girl","吴亦凡",,,分开,490 + 716、491 + 716、492 + 716、493 + 716,B - 一轨单点^^^B - 四轨单点,B - 一轨长条结尾、四轨单点^^^B - 三轨长条中间,345,836,68 + 0.4,490、491、492、493,B - 一轨单点,B - 一轨长条结尾、四轨单点,345,836,1608596,34 + 0.3
Y,8,"YESTERDAY","Block B",,,分开,594 + 662,B - 一轨单点、四轨长条开始^^^B - 三轨单点,B - 一轨单点^^^B - 一轨单点,333,810,70 - 0.5,594,B - 一轨单点、四轨长条开始,B - 一轨单点,333,810,1618953,37 - 0.5
,,"太阳雨","QQ炫舞原创",,红色,分开,193 + 245、204 + 252,B - 三轨长条中间^^^B - 二轨单点,B - 三轨单点^^^B - 二轨长条结尾,158,325,44 + 0.4,245,B - 二轨单点,B - 二轨长条结尾,158,325,526285,24 + 0.3
