字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
L,6,"Look What You Made Me Do","Taylor Swift",,红色,分开,210 + 361,B - 右边单点^^^B - 左边滑键,B - 左边单点、右边单点^^^B - 左边连点第 3 个,153,402,67 - 0.5,361,B - 左边滑键,B - 左边连点第 3 个,153,402,1208451,34 - 0.5
R,6,"Right Now","rihanna",,红色,分开,137 + 731,A - 左边单点^^^B - 左边单点,A - 左边白球^^^B - 左边单点、右边长条结尾,445,858,70 - 0.5,137,A - 左边单点,A - 左边白球,445,858,1502501,40 + 0.0
,,"小酒窝","林俊杰",,红色,分开,136 + 227、140 + 227,A - 右边滑键^^^B - 右边单点,A - 右边白球^^^B - 左边连点第 3 个,166,311,57 + 0.0,136、140,A - 右边滑键,A - 右边白球,166,311,911365,29 + 0.0
B,6,"Baby","Justin Bieber",,红色,分开,124 + 215、124 + 343、124 + 434、143 + 215、143 + 343、143 + 434、215 + 343、215 + 434、343 + 434,A - 左边白球^^^A - 右边白球,A - 左边单点、右边单点^^^A - 右边单点,270,523,67 - 0.2,124、215、343、434,A - 左边白球,A - 左边单点、右边单点,270,523,1208674,33 + 0.4
,,"OKAY","王嘉尔",,红色,分开,271 + 405,B - 右边滑键^^^B - 右边单点,B - 左边连点第 3 个^^^B - 左边连点第 3 个,202,438,56 + 0.0,405,B - 右边单点,B - 左边连点第 3 个,202,438,890825,28 + 0.0
,,"Rage Your Dream","M.O.V.E",,,分开,272 + 427、272 + 428、272 + 429、272 + 430、272 + 431、272 + 432、272 + 433、273 + 427、273 + 428、273 + 429,A - 左边单点^^^B - 左边单点,A - 左边长条结尾、右边单点^^^B - 左边白球,339,645,67 - 0.5,272、273、274,A - 左边单点,A - 左边长条结尾、右边单点,339,645,1409804,34 + 0.0
B,8,"Baby Boy","王心凌",,,分开,444 + 698、444 + 699、445 + 698、445 + 699,B - 左边单点^^^B - 左边单点,B - 右边白球^^^B - 左边白球,330,789,86 - 0.2,444、445,B - 左边单点,B - 右边白球,330,789,2084779,44 - 0.4
G,9,"Gee","少女时代",,,分开,133 + 281、133 + 284、134 + 281、134 + 284,A - 左边长条中间^^^A - 左边连点第 1 个,A - 右边连点第 2 个^^^A - 右边连点第 3 个,492,946,61 + 0.1,133,A - 左边长条中间,A - 右边连点第 2 个,492,946,1755944,31 - 0.3
J,6,"Jar Of Love","曲婉婷",,,分开,306 + 380、306 + 385、307 + 380、307 + 385,B - 右边长条中间^^^B - 左边单点,B - 左边连点第 2 个、右边连点第 2 个^^^B - 左边长条结尾,194,564,72 + 0.0,306,B - 右边长条中间,B - 左边连点第 2 个、右边连点第 2 个,194,564,1440979,37 - 0.1
,,"一舞钟情","A-Lin",,红色,分开,96 + 288,A - 左边白球^^^B - 左边连点第 2 个,A - 左边单点^^^B - 右边白球,191,429,66 - 0.2,288,B - 左边连点第 2 个,B - 右边白球,191,429,1042991,34 + 0.2
,,"李白","李荣浩",,红色,分开,313 + 375,B - 左边长条中间、右边连点第 1 个^^^B - 右边连点第 1 个,B - 右边连点第 3 个^^^B - 右边连点第 3 个,229,435,67 + 0.2,375,B - 右边连点第 1 个,B - 右边连点第 3 个,229,435,1250873,34 - 0.2
,,"萤火","TFBOYS",,红色,分开,213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253、213 + 252、213 + 253,B - 右边滑键^^^B - 左边单点,B - 右边单点^^^B - 左边长条结尾,133,314,58 - 0.3,213,B - 右边滑键,B - 右边单点,133,314,941798,29 - 0.1
T,6,"Telephone","Lady GaGa",,,分开,167 + 391,A - 左边长条开始、右边长条结尾^^^B - 左边长条结尾、右边长条开始,A - 右边白球^^^B - 左边白球,280,537,65 - 0.5,167,A - 左边长条开始、右边长条结尾,A - 右边白球,280,537,1368430,33 - 0.2
,,"左边","杨丞琳",,红色,存气,198 + 368、199 + 368,A - 右边单点^^^B - 左边白球,A - 右边单点^^^B - 右边滑键,214,421,67 - 0.5,368,B - 左边白球,B - 左边长条开始,214,421,1141574,33 + 0.3
C,9,"chAngE","miwa",,,分开,53 + 216,A - 右边白球^^^A - 左边长条开始、右边单点,A - 左边白球^^^A - 右边单点,412,864,77 - 0.2,53,A - 右边白球,A - 左边白球,412,864,2191474,40 + 0.0
,,"第一次爱的人","王心凌",,红色,分开,87 + 291,A - 右边长条中间^^^B - 左边长条开始、右边长条开始,A - 右边单点^^^B - 右边白球,249,500,63 - 0.4,87,A - 右边长条中间,A - 右边单点,249,500,921639,32 - 0.2
,,"我们不该这样的","张赫宣",,红色,分开,186 + 260、187 + 260,B - 右边白球^^^B - 左边白球、右边长条中间,B - 右边单点^^^B - 右边白球,112,301,70 + 0.2,260,B - 左边白球、右边长条中间,B - 右边白球,112,301,943528,35 + 0.4
,,"稀罕没理由","潘玮柏",,红色,分开,116 + 180、116 + 181、117 + 180、117 + 181、118 + 180、118 + 181,B - 右边单点^^^B - 左边单点,B - 左边白球^^^B - 右边白球,115,202,49 - 0.5,116、117,B - 右边单点,B - 左边白球,115,202,536470,25 - 0.5
,,"恋爱循环","花泽香菜",,红色,分开,30 + 157、30 + 159,A - 右边白球^^^B - 左边单点,A - 右边滑键^^^B - 右边单点,127,262,67 + 0.0,30,A - 右边白球,A - 右边滑键,127,262,965263,35 + 0.0
,,"帝都","萌萌哒天团",,红色,分开,151 + 197,B - 左边白球^^^B - 左边连点第 1 个,B - 左边白球^^^B - 左边单点,112,325,61 - 0.4,151,B - 左边白球,B - 左边白球,112,325,909193,32 - 0.5
,,"We Don't Talk Anymore","Charlie Puth / Selena Gomez",,红色,分开,128 + 156,B - 右边白球^^^B - 右边白球,B - 右边白球^^^B - 右边白球,77,207,47 + 0.0,145、149,B - 左边白球,B - 左边白球,77,207,606657,25 - 0.5
,,"Animals","Maroon 5",,红色,分开,116 + 274、116 + 275、116 + 274、116 + 275、116 + 274、116 + 275、116 + 274、116 + 275、116 + 274、116 + 275,A - 左边长条开始、右边长条开始^^^B - 左边白球,A - 左边长条结尾、右边长条结尾^^^B - 右边白球,180,324,55 + 0.4,274、275,B - 左边白球,B - 右边白球,180,324,745900,29 + 0.3
,,"猫步轻俏","AOA",,红色,分开,102 + 149、105 + 149,A - 左边白球^^^B - 左边单点,A - 左边白球^^^B - 左边单点、右边单点,134,232,47 - 0.3,149,B - 左边单点,B - 左边单点、右边单点,134,232,665132,24 - 0.2
,,"Faded","Alan Walker",,红色,分开,314 + 402,B - 左边长条开始^^^B - 左边滑键,B - 左边长条结尾、右边单点^^^B - 左边白球、右边长条结尾,203,475,61 + 0.0,314,B - 左边长条开始,B - 左边长条结尾、右边单点,203,475,857466,31 + 0.1
B,6,"BONAMANA","Super Junior",,红色,分开,255 + 308,B - 右边白球^^^B - 左边连点第 3 个,B - 右边长条开始^^^B - 右边白球,146,378,71 + 0.3,308,B - 左边连点第 3 个,B - 右边白球,146,378,1346306,36 + 0.0
,,"非酋","薛明媛/朱贺",,红色,分开,182 + 222、182 + 223、183 + 222、183 + 223、184 + 222、184 + 223、185 + 222、185 + 223、186 + 222、186 + 223,B - 左边滑键^^^B - 右边白球,B - 左边白球^^^B - 右边连点第 1 个,154,344,62 + 0.0,222、223,B - 右边白球,B - 右边连点第 1 个,154,344,968056,33 + 0.0
H,8,"火花","高耀太",,,分开,295 + 802,A - 左边长条开始、右边长条开始^^^B - 左边白球、右边白球,A - 左边白球、右边白球^^^B - 左边滑键、右边滑键,405,896,93 - 0.1,802,B - 左边白球、右边白球,B - 左边滑键、右边滑键,405,896,2104741,48 + 0.3
,,"不完美小孩","TFBOYS",,红色,分开,330 + 390,B - 右边长条开始^^^B - 右边白球,B - 左边白球、右边白球^^^B - 左边单点,196,453,53 + 0.0,330,B - 右边长条开始,B - 左边白球、右边白球,196,453,941641,29 + 0.3
Z,7,"再遇不到你这样的人","庄心妍",,,分开,456 + 578、458 + 578,B - 右边白球^^^B - 左边单点、右边长条中间,B - 左边长条结尾、右边单点^^^B - 左边连点第 2 个、右边长条结尾,321,694,76 - 0.2,578,B - 左边单点、右边长条中间,B - 左边连点第 2 个、右边长条结尾,321,694,1506725,38 + 0.2
L,9,"恋のパーフェクト微分方程式","ユウノウミ",,,分开,339 + 741,A - 左边连点第 2 个^^^B - 右边连点第 2 个,A - 左边白球^^^B - 右边白球,452,854,77 + 0.4,339、741,A - 左边连点第 2 个,A - 左边白球,452,854,2047851,39 - 0.3
T,6,"Timber","Pitbull",,,分开,454 + 545、455 + 545、456 + 545、457 + 545,B - 右边连点第 1 个^^^B - 左边连点第 1 个,B - 左边白球^^^B - 左边长条结尾、右边单点,236,610,72 + 0.0,545,B - 左边连点第 1 个,B - 左边长条结尾、右边单点,236,610,1379987,36 + 0.2
,,"Boom Clap","Charli XCX",,红色,分开,101 + 271、101 + 272、102 + 271、102 + 272、103 + 271、103 + 272,B - 左边单点^^^B - 右边单点,B - 左边单点、右边单点^^^B - 左边单点、右边单点,97,325,64 - 0.5,271、272,B - 右边单点,B - 左边单点、右边单点,97,325,829358,34 - 0.5
,,"一笑倾城","汪苏泷",,红色,分开,82 + 358,A - 左边白球^^^B - 左边单点,A - 左边单点^^^B - 左边单点、右边单点,205,395,61 - 0.5,358,B - 左边单点,B - 左边单点、右边单点,205,395,1037730,31 + 0.2
,,"心率","鹿晗",,红色,分开,64 + 165、64 + 166,A - 左边滑键^^^B - 左边单点,A - 左边单点^^^B - 右边长条结尾,98,275,42 + 0.2,165、166,B - 左边单点,B - 右边长条结尾,98,275,523646,22 - 0.5
A,6,"爱投罗网","罗志祥",,,分开,205 + 295、205 + 296、205 + 297、205 + 298、205 + 300,B - 左边单点^^^B - 左边滑键,B - 左边白球、右边长条结尾^^^B - 左边连点第 3 个,199,600,67 + 0.0,205,B - 左边单点,B - 左边白球、右边长条结尾,199,600,1399157,34 + 0.0
,,"动物森林","范玮琪",,红色,存气,97 + 239,A - 左边白球^^^B - 左边白球,A - 左边单点^^^B - 右边长条中间,124,297,54 - 0.4,242、243,B - 右边单点,B - 右边长条结尾,124,297,840372,28 - 0.3
,,"DAY BY DAY","T-ara",,红色,分开,100 + 217、101 + 217,A - 左边单点^^^B - 左边单点,A - 右边白球^^^B - 右边单点,148,303,60 + 0.0,217,B - 左边单点,B - 右边单点,148,303,959946,31 + 0.0
,,"逆战","张杰",,红色,分开,109 + 151,A - 左边白球^^^A - 右边白球,A - 右边白球^^^A - 右边白球,184,359,69 - 0.5,109,A - 左边白球,A - 右边白球,184,359,1177747,37 - 0.5
,,"Maps","Maroon 5",,红色,分开,147 + 270,A - 左边白球^^^B - 左边白球,A - 左边单点、右边白球^^^B - 左边白球,176,368,73 + 0.0,147,A - 左边白球,A - 左边单点、右边白球,176,368,1182922,37 + 0.0
K,10,"空想神话","妖精帝国",,,分开,77 + 1033,A - 左边长条结尾、右边白球^^^B - 左边长条开始、右边长条开始,A - 左边连点第 3 个、右边连点第 3 个^^^B - 左边连点第 7 个、右边长条结尾,655,1236,93 - 0.2,77,A - 左边长条结尾、右边白球,A - 左边连点第 3 个、右边连点第 3 个,655,1236,2576746,47 + 0.0
,,"怎样说清此刻的心情","BY2",,红色,分开,236 + 401,A - 左边白球^^^B - 左边长条开始,A - 右边白球^^^B - 左边长条结尾、右边长条结尾,293,502,59 + 0.3,401,B - 左边长条开始,B - 左边长条结尾、右边长条结尾,293,502,962818,31 + 0.1
,,"黑暗骑士","林俊杰/五月天",,红色,分开,189 + 541、190 + 541、191 + 541,A - 左边单点^^^B - 右边单点,A - 左边长条结尾、右边单点^^^B - 左边白球,314,594,66 + 0.4,189、190、191,A - 左边单点,A - 左边长条结尾、右边单点,314,594,1279784,34 + 0.4
,,"Loved","Highlight",,红色,分开,171 + 247、171 + 248、247 + 351、248 + 351,A - 左边白球^^^B - 左边白球,A - 右边白球^^^B - 右边单点,221,421,55 + 0.0,247、248,B - 左边白球,B - 右边单点,221,421,1012062,28 - 0.5
L,8,"L.I.E","EXID",,,分开,495 + 557、497 + 557,B - 右边连点第 1 个^^^B - 右边连点第 1 个,B - 左边长条结尾、右边单点^^^B - 左边长条结尾、右边长条结尾,339,611,75 - 0.3,495、497,B - 右边连点第 1 个,B - 左边长条结尾、右边单点,339,611,1422312,38 - 0.5
D,6,"等我先说","夏天Alex",,,分开,159 + 394、160 + 394、161 + 394、162 + 394,A - 左边单点^^^B - 左边白球,A - 右边白球^^^B - 左边长条结尾、右边长条结尾,231,462,64 + 0.4,394,B - 左边白球,B - 左边长条结尾、右边长条结尾,231,462,1231710,32 + 0.4
,,"不醉不会","田馥甄",,,分开,519 + 652、520 + 652、521 + 652、522 + 652,B - 右边单点^^^B - 左边长条开始,B - 左边白球^^^B - 右边白球,348,736,82 - 0.3,519、520、521、522,B - 右边单点,B - 左边白球,348,736,1570175,41 + 0.0
,,"Trouble Is a Friend","Lenka",,红色,存气,200 + 381,A - 左边长条中间^^^B - 右边白球,A - 左边长条结尾、右边长条结尾^^^B - 右边白球,249,598,68 + 0.4,427、433,B - 左边单点,B - 右边单点,249,598,1154891,35 - 0.5
,,"Monsters","Katie Sky",,红色,分开,74 + 211、74 + 212,A - 左边单点^^^B - 右边白球,A - 右边单点^^^B - 左边单点,172,350,54 + 0.0,74,A - 左边单点,A - 右边单点,172,350,768664,28 - 0.5
,,"Trap","Henry",,红色,分开,100 + 251、100 + 252、100 + 253、100 + 254、101 + 251、101 + 252、101 + 253、101 + 254、102 + 251、102 + 252,A - 右边单点^^^B - 右边单点,A - 右边白球^^^B - 右边白球,159,310,48 + 0.0,100、101、102、103、251、252、253、254,A - 右边单点,A - 右边白球,159,310,606992,24 + 0.0
,,"Just Dance","王一博",50,红色,分开,200 + 475、200 + 476、200 + 477、200 + 478、205 + 475、205 + 476、205 + 477、205 + 478,A - 左边白球^^^B - 左边连点第 1 个,A - 左边白球^^^B - 左边长条结尾、右边连点第 1 个,275,551,72 + 0.0,475、476、477、478,B - 左边连点第 1 个,B - 左边长条结尾、右边连点第 1 个,275,551,1238325,38 - 0.5
,,"娃娃脸","后弦",,红色,分开,99 + 155,A - 右边长条开始^^^B - 右边白球,A - 右边长条结尾^^^B - 左边白球,141,281,37 - 0.5,99,A - 右边长条开始,A - 右边长条结尾,141,281,681934,19 - 0.5
B,6,"Bo Peep Bo Peep","T-ara",,红色,分开,34 + 431,A - 左边连点第 2 个^^^B - 左边单点,A - 左边单点^^^B - 左边白球,232,487,81 + 0.0,431,B - 左边单点,B - 左边白球,232,487,1346292,41 - 0.5
W,6,"Wolves","Selena Gomez/Marshmello",,,分开,147 + 473,A - 左边白球、右边长条中间^^^B - 左边长条中间、右边白球,A - 左边长条中间、右边白球^^^B - 左边白球、右边长条中间,365,743,74 - 0.2,147、473,A - 左边白球、右边长条中间,A - 左边长条中间、右边白球,365,743,1431480,37 - 0.1
,,"Bad Romance","Lady Gaga",,红色,分开,273 + 315,B - 左边白球^^^B - 左边白球、右边单点,B - 左边单点^^^B - 左边连点第 3 个,180,362,66 + 0.0,292,B - 左边白球、右边单点,B - 左边连点第 3 个,180,362,1259024,35 + 0.0
W,7,"我们的歌","王力宏",,,分开,57 + 402,A - 左边滑键^^^B - 左边滑键,A - 右边滑键^^^B - 右边滑键,340,672,83 + 0.0,402,B - 左边滑键,B - 右边滑键,340,672,1717886,42 - 0.5
,,"浪漫惊喜","kent王健",,红色,存气,76 + 157,A - 左边长条中间、右边长条中间^^^B - 右边白球,A - 左边长条结尾、右边长条结尾^^^B - 左边白球,106,215,55 + 0.4,174、175、176、178,B - 左边单点,B - 左边白球,106,215,595463,28 + 0.0
J,8,"JELLY JELLY","TWICE",,,分开,520 + 582,B - 左边白球、右边长条结尾^^^B - 右边单点,B - 右边单点^^^B - 左边白球,362,672,71 + 0.0,520、582,B - 左边白球、右边长条结尾,B - 右边单点,362,672,1776825,36 - 0.5
P,10,"Play 我呸","蔡依林",,,分开,598 + 746、598 + 747,B - 左边滑键、右边长条开始^^^B - 右边滑键,B - 左边长条中间、右边滑键^^^B - 左边白球,474,931,88 + 0.0,598,B - 左边滑键、右边长条开始,B - 左边长条中间、右边滑键,474,931,2279665,45 + 0.0
X,6,"炫舞国度","BOX.COM",,,分开,132 + 388、132 + 389,A - 右边白球^^^B - 左边单点,A - 左边白球^^^B - 左边单点、右边单点,217,439,70 - 0.3,388、389,B - 左边单点,B - 左边单点、右边单点,217,439,1358474,35 - 0.1
G,6,"给我一个理由忘记","A-Lin",,红色,分开,159 + 266,A - 左边长条开始^^^B - 左边滑键、右边长条中间,A - 左边白球^^^B - 左边单点、右边长条结尾,245,680,72 - 0.3,266,B - 左边滑键、右边长条中间,B - 左边单点、右边长条结尾,245,680,1290988,39 + 0.1
Y,8,"YESTERDAY","Block B",,,分开,257 + 563、257 + 565、257 + 567、430 + 563、430 + 565、430 + 567、563 + 659、565 + 659、567 + 659,A - 右边白球^^^B - 左边连点第 1 个,A - 左边白球、右边长条结尾^^^B - 左边长条结尾、右边白球,309,748,68 + 0.4,565、567,B - 右边连点第 1 个,B - 左边白球,309,748,1644357,34 + 0.4
,,"狂欢夜","QQ炫舞原创",,红色,分开,107 + 432,A - 左边连点第 1 个^^^B - 左边单点,A - 左边长条开始^^^B - 左边单点,158,481,65 + 0.0,432,B - 左边单点,B - 左边单点,158,481,1027994,34 - 0.4
C,9,"CLEAR","坂本真綾",,,分开,248 + 551,A - 左边白球^^^B - 右边白球,A - 左边单点、右边单点^^^B - 左边单点、右边单点,399,851,77 + 0.2,248、551,A - 左边白球,A - 左边单点、右边单点,399,851,2092253,39 - 0.4
,,"恋爱幸运曲奇","AKB48",,红色,分开,84 + 208、84 + 238,A - 左边长条开始^^^B - 左边单点、右边单点,A - 左边白球^^^B - 左边长条结尾,168,405,52 + 0.4,84,A - 左边长条开始,A - 左边白球,168,405,852475,27 - 0.5
,,"有点甜","汪苏泷 / BY2",,红色,分开,230 + 303,B - 左边连点第 1 个^^^B - 右边单点,B - 左边白球^^^B - 左边白球,169,356,60 + 0.0,230,B - 左边连点第 1 个,B - 左边白球,169,356,960394,31 - 0.3
B,8,"Bubble Pop!","泫雅",,,分开,219 + 530、237 + 530,A - 左边单点^^^B - 右边单点,A - 左边长条结尾、右边白球^^^B - 左边白球,321,597,70 - 0.4,219、237,A - 左边单点,A - 左边长条结尾、右边白球,321,597,1608476,36 - 0.5
M,6,"Mimimi","Serebro",,红色,分开,344 + 384、344 + 385,B - 左边单点^^^B - 右边滑键,B - 左边滑键^^^B - 右边长条结尾,255,466,74 + 0.2,379、381,B - 左边白球,B - 右边白球,255,466,1339558,40 - 0.5
W,9,"无可取代","李雪岩",,,分开,134 + 1099、134 + 1102,A - 右边白球^^^B - 左边长条中间,A - 右边滑键^^^B - 左边滑键、右边长条中间,534,1170,90 - 0.2,134,A - 右边白球,A - 右边滑键,534,1170,2557408,46 - 0.5
,,"Doraradora","Fujigami Mai",,,分开,205 + 449,A - 左边单点^^^B - 左边单点,A - 右边白球^^^B - 左边白球,259,518,62 + 0.3,205,A - 左边单点,A - 右边白球,259,518,1343583,32 + 0.1
,,"当你","林俊杰",,,分开,303 + 414、304 + 414、341 + 414,B - 右边单点^^^B - 左边单点、右边长条开始,B - 左边长条结尾、右边滑键^^^B - 左边长条结尾、右边单点,206,489,63 - 0.4,341、414,B - 左边长条中间、右边白球,B - 右边单点,206,489,1318510,31 + 0.3
S,9,"SWEET TALKER","TWICE",50、100,,分开,23 + 814,A - 右边连点第 1 个^^^B - 左边单点,A - 右边白球^^^B - 左边长条中间、右边长条中间,497,1073,82 + 0.2,814,B - 左边单点,B - 左边长条中间、右边长条中间,497,1073,2042894,41 + 0.0
,,"淋雨一直走","张韶涵",,红色,分开,102 + 260、102 + 262、103 + 260、103 + 262,A - 左边单点^^^B - 右边单点,A - 右边单点^^^B - 左边单点、右边长条结尾,166,351,70 - 0.3,260、262,B - 右边单点,B - 左边单点、右边长条结尾,166,351,830257,36 + 0.3
M,8,"觅","王喆",,,分开,176 + 623、177 + 623、178 + 623、179 + 623、181 + 623、357 + 623、358 + 623、359 + 623、360 + 623、362 + 623,A - 右边单点^^^B - 右边白球,A - 右边白球^^^B - 左边连点第 1 个,285,670,73 + 0.0,623,B - 右边白球,B - 左边连点第 1 个,285,670,1868741,39 + 0.0
G,6,"Good Time","Owl City",,红色,存气,218 + 351,A - 左边白球^^^B - 右边连点第 2 个,A - 右边单点^^^B - 右边白球,238,431,72 - 0.5,331,B - 右边长条开始,B - 右边滑键,238,431,1156293,36 - 0.5
,,"明天，你好","牛奶咖啡",,红色,分开,90 + 189,A - 右边长条中间^^^B - 左边连点第 2 个,A - 右边单点^^^B - 右边白球,167,331,54 - 0.3,189,B - 左边连点第 2 个,B - 右边白球,167,331,788282,27 + 0.3
W,6,"望","张碧晨/赵丽颖",,红色,分开,321 + 413,B - 左边滑键^^^B - 右边白球,B - 左边连点第 2 个、右边连点第 2 个^^^B - 左边白球,193,587,74 - 0.4,413,B - 右边白球,B - 左边白球,193,587,1267647,39 - 0.4
K,9,"卡农","Pachelbel",100,,分开,268 + 881,A - 左边单点^^^B - 左边长条结尾、右边滑键,A - 左边单点^^^B - 右边单点,426,931,81 - 0.5,881,B - 左边长条结尾、右边滑键,B - 右边单点,426,931,2192329,41 - 0.5
X,6,"小星星","汪苏泷",,,分开,526 + 607,B - 左边长条中间^^^B - 左边白球,B - 左边单点、右边单点^^^B - 右边长条开始,307,679,72 - 0.1,607,B - 左边白球,B - 右边长条开始,307,679,1433797,37 + 0.2
X,6,"修炼爱情","林俊杰 ",,,分开,341 + 548,B - 左边滑键、右边长条开始^^^B - 右边长条中间,B - 左边单点、右边单点^^^B - 左边白球,218,727,66 + 0.1,341,B - 左边滑键、右边长条开始,B - 左边单点、右边单点,218,727,1422978,35 - 0.5
D,9,"Dear Future Husband","Meghan Trainor",,,分开,237 + 551、468 + 551,A - 右边白球^^^B - 右边白球,A - 左边滑键^^^B - 右边滑键,336,852,67 + 0.1,551,B - 右边白球,B - 右边滑键,336,852,1929880,35 - 0.2
*,7,"1234喜欢你","王欣宇",,,分开,492 + 554、493 + 554,B - 右边单点^^^B - 左边单点,B - 右边白球^^^B - 左边白球、右边长条开始,305,650,79 + 0.3,492、493,B - 右边单点,B - 右边白球,305,650,1549219,40 + 0.0
,,"专属味道","汪苏泷/林希儿",,,分开,171 + 231、171 + 384、384 + 444,A - 左边连点第 1 个^^^A - 左边连点第 1 个,A - 左边单点、右边单点^^^A - 左边单点、右边单点,289,603,63 + 0.0,171、384,A - 左边连点第 1 个,A - 左边单点、右边单点,289,603,1273957,32 - 0.5
,,"Sometimes","Kat Graham",,红色,分开,27 + 102,A - 左边白球^^^A - 左边白球,A - 左边白球^^^A - 左边连点第 3 个,210,366,61 + 0.1,27,A - 左边白球,A - 左边白球,210,366,933629,32 + 0.1
,,"Real Change","Masetti",,红色,分开,228 + 320、229 + 320、230 + 320、232 + 320、233 + 320、238 + 320,B - 左边单点^^^B - 左边单点,B - 右边白球^^^B - 右边白球,172,348,59 + 0.0,320,B - 左边单点,B - 右边白球,172,348,1086904,30 + 0.0
,,"回忆那么伤","孙子涵",,红色,存气,137 + 335,A - 左边长条开始、右边白球^^^B - 左边连点第 1 个,A - 左边长条结尾^^^B - 左边长条中间,155,414,63 - 0.3,340,B - 左边连点第 1 个,B - 右边连点第 3 个,155,414,1004860,33 - 0.5
I,7,"I Want My Tears Back","NIGHT WISH",,,分开,295 + 508,B - 左边单点^^^B - 左边长条中间、右边单点,B - 左边单点、右边单点^^^B - 左边白球、右边白球,289,733,86 + 0.4,508,B - 左边长条中间、右边单点,B - 左边白球、右边白球,289,733,1986678,44 + 0.1
,,"空山新雨后","音阙诗听/锦零",,红色,分开,200 + 234,B - 左边单点^^^B - 左边长条开始,B - 右边单点^^^B - 左边单点,127,293,60 - 0.3,230、233、234,B - 左边滑键、右边单点,B - 左边单点,127,293,788400,31 - 0.3
G,6,"歌谣","李荣浩",,,存气,228 + 345,A - 右边连点第 2 个^^^B - 左边白球、右边长条开始,A - 左边单点、右边单点^^^B - 左边长条开始、右边白球,260,574,69 - 0.5,459、460、461,B - 右边滑键,B - 左边长条结尾、右边长条结尾,260,574,1411379,34 + 0.2
B,7,"表白","萧亚轩",,红色,分开,233 + 527,B - 左边单点^^^B - 左边长条中间,B - 左边长条结尾、右边单点^^^B - 左边单点,233,569,74 + 0.4,527,B - 左边长条中间,B - 左边单点,233,569,1363180,38 - 0.1
